Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country,Month_Num,Day,Date,Quarter,FY,Cumulative_Funding_Prior,HQ_Sector,Rolling_6m_Funding_Lagged,Rolling_6m_Rounds_Lagged,Rolling_6m_Median_Size_Lagged,Rolling_12m_Funding_Lagged,Rolling_12m_Rounds_Lagged,Rolling_12m_Median_Size_Lagged,Rolling_6m_Funding_Lagged_Missing,Rolling_6m_Rounds_Lagged_Missing,Rolling_6m_Median_Size_Lagged_Missing,Rolling_12m_Funding_Lagged_Missing,Rolling_12m_Rounds_Lagged_Missing,Rolling_12m_Median_Size_Lagged_Missing
parkmate,Parking Management,Noida,9.96,Unspecified Round,"Cactus Partners, Marwah Group Family Office, Venture Catalysts",2025,January,Others,Noida,Uttar Pradesh,India,1,22,2025-01-22,4,2024,9.96,Noida | Others,61.5,6.0,6.64,490.19,11.0,5.4,0,0,0,0,0,0
parkobot,Advanced Hardware & Technology,Kolkata,2.02,Seed,Inflection Point Ventures,2025,July,Enterprise / Saas,Kolkata,West Bengal,India,7,11,2025-07-11,2,2025,19.92,Kolkata | Enterprise / Saas,188.12,6.0,16.19,253.81,10.0,10.38,0,0,0,0,0,0
parksmart,Iot,Delhi,1.64,Unknown,Ah! Ventures,2020,July,Others,Delhi,Delhi,India,7,7,2020-07-07,2,2020,2.02,Delhi | Others,317.76,8.0,18.88,570.36,19.0,6.64,0,0,0,0,0,0
paré innovations,Building Material Segment,Mumbai,70.55,Unspecified Round,Advenza Global Limited,2025,April,Others,Mumbai,Maharashtra,India,4,5,2025-04-05,1,2025,1.64,Mumbai | Others,1354.6,13.0,32.5,5048.29,22.0,42.78,0,0,0,0,0,0
pascal ai labs,Ai,Bangalore,25.73,Seed,Kalaari Capital,2025,September,Artificial Intelligence,Bangalore,Karnataka,India,9,17,2025-09-17,2,2025,70.55,Bangalore | Artificial Intelligence,843.9,20.0,27.45,2822.2,32.0,50.63,0,0,0,0,0,0
passport trips,Travel,Mumbai,4.15,Pre-Seed,Aroa Venture Partners,2025,July,Travel / Hospitality,Mumbai,Maharashtra,India,7,26,2025-07-26,2,2025,25.73,Mumbai | Travel / Hospitality,223.69,6.0,36.75,223.69,6.0,36.75,0,0,0,0,0,0
pastiwala,Material Collection & Recycling,Vadodara,33.2,Private Equity,Agnus Capital,2015,April,Others,Vadodara,Gujarat,India,4,25,2015-04-25,1,2015,4.15,Vadodara | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
patel logistics,Transportation & Logistics,Mumbai,46.48,Private Equity,Frontline Strategy,2015,December,Logistics / Supply Chain,Mumbai,Maharashtra,India,12,19,2015-12-19,3,2015,33.2,Mumbai | Logistics / Supply Chain,137.86,5.0,24.48,137.86,5.0,24.48,0,0,0,0,0,0
payglocal,Fintech,Bangalore,40.67,Series A,Sequoia Capital,2021,December,Fintech,Bangalore,Karnataka,India,12,10,2021-12-10,3,2021,46.48,Bangalore | Fintech,15640.11,43.0,111.01,24520.28,71.0,111.01,0,0,0,0,0,0
paymango,Mobile Commerce,Gurgaon,1.94,Seed,Group Of Angel Investors,2015,June,Ecommerce / Retail,Gurgaon,Haryana,India,6,1,2015-06-01,1,2015,40.67,Gurgaon | Ecommerce / Retail,747.0,2.0,373.5,747.0,2.0,373.5,0,0,0,0,0,0
paynear,Mobile Point Of Sale,Hyderabad,20.75,Private Equity,Mitesh Majithia,2015,December,Others,Hyderabad,Telangana,India,12,22,2015-12-22,3,2015,1.94,Hyderabad | Others,17.06,4.0,2.86,17.06,4.0,2.86,0,0,0,0,0,0
paysense,Consumer Internet,Mumbai,43.99,Private Equity,Jungle Ventures,2017,May,Consumer Internet,Mumbai,Maharashtra,India,5,23,2017-05-23,1,2017,20.75,Mumbai | Consumer Internet,1754.5,29.0,21.37,3282.33,60.0,9.44,0,0,0,0,0,0
paysense,Consumer Internet,Mumbai,149.4,Private Equity,"Others, Payu",2018,July,Consumer Internet,Mumbai,Maharashtra,India,7,23,2018-07-23,2,2018,43.99,Mumbai | Consumer Internet,1490.56,21.0,31.56,2701.35,56.0,21.16,0,0,0,0,0,0
paytail,Fintech,Delhi,12.45,Seed,Cholamandalam,2021,September,Fintech,Delhi,Delhi,India,9,1,2021-09-01,2,2021,193.39,Delhi | Fintech,3891.87,13.0,34.03,12132.94,28.0,37.14,0,0,0,0,0,0
paytm,Ecommerce,Delhi,5644.0,Private Equity,"Alibaba Group, Ant Fiunknownncial",2015,September,Ecommerce / Retail,Delhi,Delhi,India,9,16,2015-09-16,2,2015,12.45,Delhi | Ecommerce / Retail,4366.46,5.0,64.32,4366.46,5.0,64.32,0,0,0,0,0,0
paytm,Ecommerce,Bangalore,498.0,Private Equity,Mediatek Inc.,2016,August,Ecommerce / Retail,Bangalore,Karnataka,India,8,21,2016-08-21,2,2016,5644.0,Bangalore | Ecommerce / Retail,5998.19,14.0,41.5,6965.14,21.0,41.5,0,0,0,0,0,0
paytm,Ecommerce,Bangalore,0.1,Private Equity,Softbank,2017,May,Ecommerce / Retail,Bangalore,Karnataka,India,5,6,2017-05-06,1,2017,6142.0,Bangalore | Ecommerce / Retail,2647.44,20.0,37.35,4947.97,36.0,28.97,0,0,0,0,0,0
paytm,Technology,Noida,74.28,Private Equity,One 97 Communications,2018,June,Enterprise / Saas,Noida,Uttar Pradesh,India,6,16,2018-06-16,1,2018,6142.1,Noida | Enterprise / Saas,135.29,6.0,17.02,306.02,12.0,14.11,0,0,0,0,0,0
paytm,Fintech,Noida,8300.0,Unspecified Round,Vijay Shekhar Sharma,2019,November,Fintech,Noida,Uttar Pradesh,India,11,14,2019-11-14,3,2019,6216.38,Noida | Fintech,3.73,1.0,3.73,3.73,1.0,3.73,0,0,0,0,0,0
paytm,Fintech,Bangalore,46.48,Unknown,One97 Communications,2020,February,Fintech,Bangalore,Karnataka,India,2,12,2020-02-12,4,2019,14516.38,Bangalore | Fintech,1778.69,14.0,58.1,3478.12,23.0,64.32,0,0,0,0,0,0
paytm,Fintech,Noida,9960.0,Unknown,Multiples,2022,April,Fintech,Noida,Uttar Pradesh,India,4,20,2022-04-20,1,2022,14562.86,Noida | Fintech,219.12,6.0,36.11,8526.18,10.0,13.7,0,0,0,0,0,0
paytm marketplace,Ecommerce,Bangalore,1660.0,Private Equity,Alibaba,2017,March,Ecommerce / Retail,Bangalore,Karnataka,India,3,23,2017-03-23,4,2016,24522.86,Bangalore | Ecommerce / Retail,967.0,20.0,28.97,3246.79,34.0,28.97,0,0,0,0,0,0
paytunes,Consumer Internet,Delhi,4.15,Private Equity,"Cio Angel Network, Indian Angel Network",2016,June,Consumer Internet,Delhi,Delhi,India,6,19,2016-06-19,1,2016,1660.0,Delhi | Consumer Internet,1271.6,26.0,3.87,1710.31,34.0,6.17,0,0,0,0,0,0
pazcare,Insurance,Bangalore,29.05,Seed,"3One4 Capital, Beenext",2021,October,Fintech,Bangalore,Karnataka,India,10,28,2021-10-28,3,2021,4.15,Bangalore | Fintech,9920.16,35.0,99.6,15672.89,59.0,99.6,0,0,0,0,0,0
pb healthcare,Healthcare,Gurgaon,1809.4,Equity,"General Catalyst, Pb Fintech",2025,May,Healthtech,Gurgaon,Haryana,India,5,10,2025-05-10,1,2025,29.05,Gurgaon | Healthtech,2002.77,8.0,62.25,5127.06,17.0,68.89,0,0,0,0,0,0
peak,Manchester Greater Manchester,Nan,622.5,Series C,Softbank Vision Fund 2,2021,September,Others,Nan,Nan,Nan,9,7,2021-09-07,2,2021,1809.4,Nan | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
peakamp,Clean,Gurgaon,11.62,Seed,Caret Capital,2025,September,Climate / Cleantech / Energy,Gurgaon,Haryana,India,9,28,2025-09-28,2,2025,622.5,Gurgaon | Climate / Cleantech / Energy,25.33,3.0,4.0,25.33,3.0,4.0,0,0,0,0,0,0
peakperformer,Professional Training & Coaching,Bangalore,24.9,Seed,"Antler India, Blume Founders Fund",2022,February,Artificial Intelligence,Bangalore,Karnataka,India,2,1,2022-02-01,4,2021,11.62,Bangalore | Artificial Intelligence,921.3,8.0,91.3,2399.46,17.0,19.92,0,0,0,0,0,0
pear,Deeptech,Mumbai,2.49,Pre-Series A,Inflection Point Ventures,2021,July,Enterprise / Saas,Mumbai,Maharashtra,India,7,28,2021-07-28,2,2021,24.9,Mumbai | Enterprise / Saas,3591.91,15.0,8.92,11777.8,32.0,23.07,0,0,0,0,0,0
pedagogy,Edtech,Unknown,3.32,Unknown,Inflection Point Ventures,2020,May,Enterprise / Saas,Nan,Nan,Nan,5,1,2020-05-01,1,2020,2.49,Unknown | Enterprise / Saas,6872.38,18.0,46.48,6872.38,18.0,46.48,0,0,0,0,0,0
pee safe,Healthcare,Gurgaon,24.9,Other,"Alkemi Venture Partners, Shaival Desai",2021,June,Healthtech,Gurgaon,Haryana,India,6,12,2021-06-12,1,2021,3.32,Gurgaon | Healthtech,2223.86,10.0,24.9,8375.12,20.0,37.35,0,0,0,0,0,0
peebuddy,Healthcare,Delhi,3.68,Seed,Indian Angel Network,2017,March,Healthtech,Delhi,Delhi,India,3,10,2017-03-10,4,2016,24.9,Delhi | Healthtech,193.02,8.0,16.6,193.02,8.0,16.6,0,0,0,0,0,0
peeko,Consumer,Bangalore,26.56,Seed,Stellaris Venture Partners,2025,August,Consumer Internet,Bangalore,Karnataka,India,8,20,2025-08-20,2,2025,3.68,Bangalore | Consumer Internet,398.2,12.0,12.45,2125.35,24.0,15.56,0,0,0,0,0,0
peelon,Enterprise,Vishakhapatnam,8.3,Seed,Growx Ventures,2025,August,Enterprise / Saas,Visakhapatnam,Andhra Pradesh,India,8,16,2025-08-16,2,2025,26.56,Vishakhapatnam | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
peelworks,Ecommerce,Mumbai,24.9,Unknown,"Brun Raschle, Cesc Ventures",2020,October,Ecommerce / Retail,Mumbai,Maharashtra,India,10,3,2020-10-03,3,2020,8.3,Mumbai | Ecommerce / Retail,886.99,9.0,78.94,1297.68,19.0,46.66,0,0,0,0,0,0
peesafe,Healthcare,Gurgaon,8.3,Private Equity,"Alfa Capital, Green Shots Capital, Mitesh Shah, Rahul Maroli, Real Time Ventures., Shivani Singh, Venture Catalysts",2018,January,Healthtech,Gurgaon,Haryana,India,1,11,2018-01-11,4,2017,24.9,Gurgaon | Healthtech,105.0,7.0,5.7,105.0,7.0,5.7,0,0,0,0,0,0
peesafein,Healthcare,Delhi,8.3,Private Equity,"Alfa Capital, Green Shots Capital, Real Time Ventures, Venture Catalysts",2017,June,Healthtech,Delhi,Delhi,India,6,10,2017-06-10,1,2017,8.3,Delhi | Healthtech,195.45,8.0,16.6,196.7,9.0,16.6,0,0,0,0,0,0
pelocal,Fintech,Chennai,16.6,Seed,Unicorn India Ventures,2024,November,Fintech,Chennai,Tamil Nadu,India,11,12,2024-11-12,3,2024,8.3,Chennai | Fintech,4347.56,11.0,121.89,8123.79,20.0,125.62,0,0,0,0,0,0
pelocal,Fintech,Chennai,41.5,Series A,"Unicorn India Ventures, Unleash Capital Partners",2025,September,Fintech,Chennai,Tamil Nadu,India,9,20,2025-09-20,2,2025,16.6,Chennai | Fintech,744.45,9.0,70.65,5675.15,18.0,120.76,0,0,0,0,0,0
pencil,Content Publishing,Mumbai,8.3,Pre-Series A,"Inflection Point Ventures, Sucseed Venture Partners",2021,February,Others,Mumbai,Maharashtra,India,2,6,2021-02-06,4,2020,58.1,Mumbai | Others,1054.42,17.0,11.0,1863.92,30.0,8.92,0,0,0,0,0,0
pencilton,Fintech,Hyderabad,2.74,Pre-Seed,Jupiter,2021,July,Fintech,Hyderabad,Telangana,India,7,7,2021-07-07,2,2021,8.3,Hyderabad | Fintech,267.43,6.0,26.14,317.23,7.0,41.5,0,0,0,0,0,0
penny,Saas,Riyadh,10.79,Seed,Unknown,2020,January,Enterprise / Saas,Riyadh,Nan,Saudi Arabia,1,9,2020-01-09,4,2019,2.74,Riyadh | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
pensionbox,Fintech,Bangalore,1.33,Unknown,"Keynote India, Kishore Ganji",2022,March,Fintech,Bangalore,Karnataka,India,3,20,2022-03-20,4,2021,10.79,Bangalore | Fintech,15614.79,49.0,115.16,24871.78,80.0,111.01,0,0,0,0,0,0
pep,D2C,Mumbai,249.0,Series C,Paragon Partners,2022,March,Ecommerce / Retail,Mumbai,Maharashtra,India,3,1,2022-03-01,4,2021,1.33,Mumbai | Ecommerce / Retail,2440.2,7.0,348.6,3312.7,15.0,72.21,0,0,0,0,0,0
pepper content,Content,Mumbai,34.86,Series A,"Alok Mittal, Maunknownn Maheshwari",2020,October,Others,Mumbai,Maharashtra,India,10,10,2020-10-10,3,2020,249.0,Mumbai | Others,1102.89,14.0,6.22,2035.69,36.0,6.22,0,0,0,0,0,0
pepper content,Media&Entertainment,Mumbai,155.21,Series A,Bessemer Venture Partners And Gtmfund,2022,June,Healthtech,Mumbai,Maharashtra,India,6,14,2022-06-14,1,2022,34.86,Mumbai | Healthtech,9496.52,17.0,93.38,13795.92,26.0,134.88,0,0,0,0,0,0
pepperfry,Online Home Dxc3Xa9Cor,Mumbai,830.0,Private Equity,"Bertelsmann India Investments Norwest Venture Partners., Goldman Sachs, Zodius Technology Fund",2015,July,Consumer Internet,Mumbai,Maharashtra,India,7,13,2015-07-13,2,2015,190.07,Mumbai | Consumer Internet,1301.03,5.0,6.22,1301.03,5.0,6.22,0,0,0,0,0,0
pepperfry,Ecommerce,Mumbai,259.79,Private Equity,"Bertelsmann India, Goldman Sachs Group, Norwest Venture Partners, Zodius Technology Fund",2016,September,Ecommerce / Retail,Mumbai,Maharashtra,India,9,2,2016-09-02,2,2016,830.0,Mumbai | Ecommerce / Retail,588.89,15.0,13.49,1398.78,23.0,13.49,0,0,0,0,0,0
pepperfry,Consumer Internet,Mumbai,318.72,Private Equity,State Street Global Advisors,2018,March,Consumer Internet,Mumbai,Maharashtra,India,3,18,2018-03-18,4,2017,1089.79,Mumbai | Consumer Internet,952.35,23.0,12.45,2678.23,52.0,13.59,0,0,0,0,0,0
pepperfry,Ecommerce,Mumbai,332.0,Series F,Pidilite Industries,2020,February,Ecommerce / Retail,Mumbai,Maharashtra,India,2,19,2020-02-19,4,2019,1408.51,Mumbai | Ecommerce / Retail,620.02,12.0,20.1,799.77,18.0,17.51,0,0,0,0,0,0
pepperfry,Ecommerce,Mumbai,249.0,Debt,"Bertelsmann India Investments, Innoven Capital",2021,February,Ecommerce / Retail,Mumbai,Maharashtra,India,2,1,2021-02-01,4,2020,1740.51,Mumbai | Ecommerce / Retail,6944.17,8.0,48.97,7845.56,19.0,48.97,0,0,0,0,0,0
pepperfry,Home Improvements,Maharashtra,42.0,Series F,Norwest Venture Partners,2025,June,Others,Nan,Maharashtra,India,6,16,2025-06-16,1,2025,1989.51,Maharashtra | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
peppermint,Industrial Automation,Pune,4.98,Unknown,"Indian Angel Network, Venture Catalysts",2021,September,Mobility / Automotive / Ev,Pune,Maharashtra,India,9,26,2021-09-26,2,2021,2031.51,Pune | Mobility / Automotive / Ev,20.67,2.0,10.34,20.67,2.0,10.34,0,0,0,0,0,0
peppermint robotics,Robotics,Pune,33.2,Series A,Indian Angel Network,2025,April,Deeptech / Hardware,Pune,Maharashtra,India,4,10,2025-04-10,1,2025,4.98,Pune | Deeptech / Hardware,365.2,1.0,365.2,365.2,1.0,365.2,0,0,0,0,0,0
peppertap,Hyperlocal Online/Mobile Grocery,Gurgaon,83.0,Private Equity,"Saif Partners, Sequoia Capital",2015,April,Consumer Internet,Gurgaon,Haryana,India,4,21,2015-04-21,1,2015,33.2,Gurgaon | Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
peppertap,Hyperlocal Grocery Delivery,Gurgaon,298.8,Private Equity,"Saif Partners., Sequoia India",2015,September,Logistics / Supply Chain,Gurgaon,Haryana,India,9,27,2015-09-27,2,2015,83.0,Gurgaon | Logistics / Supply Chain,85.57,2.0,42.78,85.57,2.0,42.78,0,0,0,0,0,0
peppertap,Hyperlocalxc2Xa0 Grocery Delivery,Gurgaon,33.2,Private Equity,Innoven Capital,2015,December,Logistics / Supply Chain,Gurgaon,Haryana,India,12,4,2015-12-04,3,2015,381.8,Gurgaon | Logistics / Supply Chain,1621.07,6.0,166.0,1621.07,6.0,166.0,0,0,0,0,0,0
pepsales,Saas,Nan,9.13,Pre-Seed,Chiratae Ventures,2024,September,Enterprise / Saas,Nan,Nan,Nan,9,13,2024-09-13,2,2024,415.0,Nan | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
pepul,Computer Software,Chennai,10.79,Seed,"Girish Mathrubootham, Hourglass Venture Partners, Vijay Shekhar Sharma",2022,January,Enterprise / Saas,Chennai,Tamil Nadu,India,1,6,2022-01-06,4,2021,9.13,Chennai | Enterprise / Saas,458.99,10.0,21.16,823.14,20.0,27.59,0,0,0,0,0,0
perceptyne,Deep Ai & Robotics,Telangana,24.9,Seed,"Endiya Partners, Whiteboard Capital, Yali Capital",2024,October,Artificial Intelligence,Nan,Telangana,India,10,8,2024-10-08,3,2024,10.79,Telangana | Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
perfios,Technology,Bangalore,50.63,Private Equity,Bessemer Venture Partners,2017,April,Enterprise / Saas,Bangalore,Karnataka,India,4,2,2017-04-02,1,2017,24.9,Bangalore | Enterprise / Saas,697.66,21.0,13.49,1398.13,40.0,9.34,0,0,0,0,0,0
perfios,Fintech,Bangalore,564.4,Unknown,"Bessemer Venture Partners, Warburg Pincus",2022,March,Fintech,Bangalore,Karnataka,India,3,5,2022-03-05,4,2021,50.63,Bangalore | Fintech,15614.79,49.0,115.16,24871.78,80.0,111.01,0,0,0,0,0,0
perfora,Consumer Goods,Gurgaon,2.16,Pre-Seed,Sauce.Vc,2021,December,Consumer Internet,Gurgaon,Haryana,India,12,17,2021-12-17,3,2021,615.03,Gurgaon | Consumer Internet,2724.7,14.0,45.96,6585.85,26.0,78.54,0,0,0,0,0,0
perfora,Retail,Gurgaon,9.96,Seed,Ashutosh Valani And Lotus Herbals,2022,June,Ecommerce / Retail,Gurgaon,Haryana,India,6,26,2022-06-26,1,2022,2.16,Gurgaon | Ecommerce / Retail,4324.3,7.0,100.43,5335.86,18.0,60.59,0,0,0,0,0,0
perfumery,Ecommerce,Delhi,0.25,Seed,"Oranda Global, Others",2016,February,Ecommerce / Retail,Delhi,Delhi,India,2,20,2016-02-20,4,2015,12.12,Delhi | Ecommerce / Retail,10079.77,11.0,41.5,10079.77,11.0,41.5,0,0,0,0,0,0
perkant tech,Healthcare,Vishakhapatnam,6.6,Seed,Yournest Venture Capital,2025,April,Healthtech,Visakhapatnam,Andhra Pradesh,India,4,19,2025-04-19,1,2025,0.25,Vishakhapatnam | Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
perpule,Ecommerce,Bangalore,5.39,Seed,Kstart Capital,2017,March,Ecommerce / Retail,Bangalore,Karnataka,India,3,23,2017-03-23,4,2016,6.6,Bangalore | Ecommerce / Retail,967.0,20.0,28.97,3246.79,34.0,28.97,0,0,0,0,0,0
petoo,Consumer Internet,Bangalore,8.3,Private Equity,Axilor Ventures,2016,April,Consumer Internet,Bangalore,Karnataka,India,4,23,2016-04-23,1,2016,5.39,Bangalore | Consumer Internet,1753.29,35.0,14.52,8760.15,47.0,25.32,0,0,0,0,0,0
petoo,Consumer Internet,Bangalore,4.15,Seed,Existing Investors,2016,August,Consumer Internet,Bangalore,Karnataka,India,8,15,2016-08-15,2,2016,8.3,Bangalore | Consumer Internet,1777.81,51.0,8.3,3636.16,73.0,9.13,0,0,0,0,0,0
petpooja,Information Technology &,Ahmedabad,37.35,Unknown,"Aroa Ventures, Gvfl, Udaan",2021,November,Enterprise / Saas,Ahmedabad,Gujarat,India,11,20,2021-11-20,3,2021,12.45,Ahmedabad | Enterprise / Saas,1210.97,7.0,6.22,1313.06,13.0,6.22,0,0,0,0,0,0
petpoojam,Food,Gujarat,107.9,Series C,Dharaunknown / Gujarat Venture Fiunknownnce,2025,October,Foodtech,Nan,Gujarat,India,10,12,2025-10-12,3,2025,37.35,Gujarat | Foodtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
petsutra,Consumer Internet,Gurgaon,1.23,Other,Michael Patrick Hickey,2018,February,Consumer Internet,Gurgaon,Haryana,India,2,8,2018-02-08,4,2017,107.9,Gurgaon | Consumer Internet,5642.3,15.0,115.37,6402.97,37.0,43.76,0,0,0,0,0,0
phable,Healthcare,Unknown,1.83,Unknown,"91 Springboard, Abinbevunknownserge Devos, Angel Investors, Ikp Knowledge, Letsventure, Wouter Peeters.",2020,January,Healthtech,Nan,Nan,Nan,1,27,2020-01-27,4,2019,1.23,Unknown | Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
phable,Healthcare,Unknown,8.3,Pre-Series A,Inflection Point Ventures,2020,May,Healthtech,Nan,Nan,Nan,5,16,2020-05-16,1,2020,1.83,Unknown | Healthtech,127.74,4.0,20.75,127.74,4.0,20.75,0,0,0,0,0,0
phable,Healthcare,Bangalore,99.6,Series A,"Fresco Capital, Social Starts",2021,February,Healthtech,Bangalore,Karnataka,India,2,14,2021-02-14,4,2020,10.13,Bangalore | Healthtech,534.4,17.0,19.3,2059.44,30.0,46.48,0,0,0,0,0,0
pharmarack,Technology,Pune,6.18,Private Equity,"Currae Healthtech Fund, Unicorn India Ventures",2016,September,Enterprise / Saas,Pune,Maharashtra,India,9,5,2016-09-05,2,2016,109.73,Pune | Enterprise / Saas,372.85,10.0,12.91,650.9,13.0,49.8,0,0,0,0,0,0
pharmeasy,Ecommerce,Mumbai,149.4,Private Equity,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital",2017,April,Ecommerce / Retail,Mumbai,Maharashtra,India,4,21,2017-04-21,1,2017,6.18,Mumbai | Ecommerce / Retail,392.23,7.0,2.36,981.12,22.0,11.41,0,0,0,0,0,0
pharmeasy,Consumer Internet,Mumbai,45.65,Debt,Innoven Capital,2018,September,Consumer Internet,Mumbai,Maharashtra,India,9,27,2018-09-27,2,2018,149.4,Mumbai | Consumer Internet,2322.63,19.0,49.61,3344.25,47.0,24.9,0,0,0,0,0,0
pharmeasy,Healthcare,Mumbai,2905.0,Series E,"Caisse De Depot Et Placement Du Quebec, Tpg Growth",2021,April,Healthtech,Mumbai,Maharashtra,India,4,22,2021-04-22,1,2021,195.05,Mumbai | Healthtech,1237.53,9.0,26.14,1557.26,18.0,24.9,0,0,0,0,0,0
pharmeasy,Healthcare,Mumbai,1591.11,Debt,Unknown,2025,September,Healthtech,Mumbai,Maharashtra,India,9,16,2025-09-16,2,2025,3100.05,Mumbai | Healthtech,1822.57,13.0,99.8,3404.1,20.0,108.9,0,0,0,0,0,0
phenom people,Hr,Unknown,249.0,Series C,Westbridge Capital,2020,January,Hrtech,Nan,Nan,Nan,1,12,2020-01-12,4,2019,4691.16,Unknown | Hrtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
phi commerce,Fintech,Pune,33.2,Series A,"Beenext, Yatra Angel Network",2021,January,Fintech,Pune,Maharashtra,India,1,20,2021-01-20,4,2020,249.0,Pune | Fintech,333.66,4.0,83.0,333.66,4.0,83.0,0,0,0,0,0,0
phi commerce,Fintech,Pune,48.97,Series B,Beenext,2025,July,Fintech,Pune,Maharashtra,India,7,22,2025-07-22,2,2025,33.2,Pune | Fintech,2579.64,6.0,242.78,3041.12,12.0,190.9,0,0,0,0,0,0
phone pe,Consumer Internet,Bangalore,547.8,Private Equity,Flipkart,2018,August,Consumer Internet,Bangalore,Karnataka,India,8,15,2018-08-15,2,2018,82.17,Bangalore | Consumer Internet,4019.33,18.0,21.17,7113.41,53.0,17.02,0,0,0,0,0,0
phonepe,Consumer Internet,Bangalore,321.21,Private Equity,Flipkart,2017,October,Consumer Internet,Bangalore,Karnataka,India,10,4,2017-10-04,3,2017,547.8,Bangalore | Consumer Internet,5366.99,36.0,11.83,10311.5,77.0,11.83,0,0,0,0,0,0
phonepe,Fintech,Andheri,166.0,Unknown,"Flipkart, Walmart",2020,December,Fintech,Mumbai,Maharashtra,India,12,27,2020-12-27,3,2020,321.21,Andheri | Fintech,16.6,1.0,16.6,16.6,1.0,16.6,0,0,0,0,0,0
phonepe,Fintech,Delhi,5810.0,Unknown,Flipkart,2020,December,Fintech,Delhi,Delhi,India,12,27,2020-12-27,3,2020,487.21,Delhi | Fintech,2642.57,9.0,41.5,2760.18,14.0,31.96,0,0,0,0,0,0
phononic vibes,Deeptech,Milano,19.09,Unknown,Unknown,2020,October,Enterprise / Saas,Milan,Lombardy,Italy,10,7,2020-10-07,3,2020,6297.21,Milano | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
phool,Enviromental Engineering,Kanpur,32.8,Unknown,Multiples,2022,April,Others,Kanpur,Uttar Pradesh,India,4,9,2022-04-09,1,2022,19.09,Kanpur | Others,0.17,1.0,0.17,0.17,1.0,0.17,0,0,0,0,0,0
phoolco,Biomaterial,Kanpur,11.62,Pre-Series A,Kaplan Foundation,2020,August,Biotech,Kanpur,Uttar Pradesh,India,8,5,2020-08-05,2,2020,32.8,Kanpur | Biotech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
photai,Ai,Gurgaon,22.41,Seed,"Ac Ventures, Info Edge Ventures, Together Fund",2025,March,Artificial Intelligence,Gurgaon,Haryana,India,3,27,2025-03-27,4,2024,11.62,Gurgaon | Artificial Intelligence,337.1,7.0,43.38,1383.73,10.0,49.8,0,0,0,0,0,0
phyllo,Software,Sanfrancisco,147.74,Series A,Sima Gandhi And Nexus Venture Partners,2022,August,Enterprise / Saas,San Francisco,California,Usa,8,10,2022-08-10,2,2022,22.41,Sanfrancisco | Enterprise / Saas,9.13,1.0,9.13,9.13,1.0,9.13,0,0,0,0,0,0
physics wallah,Edtech,Noida,83.0,Series A,Westbridge Capital And Gsv Ventures,2022,June,Enterprise / Saas,Noida,Uttar Pradesh,India,6,11,2022-06-11,1,2022,147.74,Noida | Enterprise / Saas,6552.17,13.0,377.65,8379.0,20.0,336.15,0,0,0,0,0,0
physicswallah,Edtech,Unknown,1743.0,Series B,"And Lightspeed Venture Partners, Hornbill Capital, Westbridge Capital",2024,September,Enterprise / Saas,Nan,Nan,Nan,9,25,2024-09-25,2,2024,83.0,Unknown | Enterprise / Saas,1556.78,10.0,19.09,8387.66,27.0,33.2,0,0,0,0,0,0
pi beam electric,Motor Vehicle Manufacturing,Chennai,14.11,Pre-Series A,Inflection Point Ventures,2022,March,Mobility / Automotive / Ev,Chennai,Tamil Nadu,India,3,18,2022-03-18,4,2021,1743.0,Chennai | Mobility / Automotive / Ev,537.01,4.0,215.8,537.01,4.0,215.8,0,0,0,0,0,0
pi data centers,Technology,Hyderabad,190.9,Private Equity,Epsilon Venture Partners,2016,December,Enterprise / Saas,Hyderabad,Telangana,India,12,11,2016-12-11,3,2016,14.11,Hyderabad | Enterprise / Saas,229.91,7.0,14.73,229.91,7.0,14.73,0,0,0,0,0,0
