Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country
frontrow,Edtech,Bangalore,116.2,Series A,"Eight Roads Ventures, Gsv",2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
happycredit,Fintech,Bangalore,4.98,Pre-Seed,"Kuunknownl Shah, Krishunknown Kumar",2021,September,FinTech,Bangalore,Karnataka,India
endimension,Healtcare,Mumbai,2.49,Seed,Inflection Point Ventures,2021,September,Others,Mumbai,Maharashtra,India
beepkart,Automotive,Bangalore,24.9,Seed,"Stellaris Venture Partners, Chiratae Ventures",2021,September,Mobility / Automotive / EV,Bangalore,Karnataka,India
lio,Computer Software,Pune,41.5,Seed,"Lightspeed, Sequioa",2021,September,Enterprise / SaaS,Pune,Maharashtra,India
travclan,B2B Travel,Delhi,18.26,Pre-Series A,Theventures,2021,September,Enterprise / SaaS,Delhi,Delhi,India
wickedgud,Food,Mumbai,2.82,Pre-Seed,"Titan Capital, Archaunknown Priyadarshini, Gaurav Ahuja",2021,September,FoodTech,Mumbai,Maharashtra,India
enercomp,Information Technology &,Ahmedabad,1.66,Unknown,Ah! Ventures,2021,September,Enterprise / SaaS,Ahmedabad,Gujarat,India
betterplace,Information Technology &,Bangalore,199.2,Series C,"Jungle Ventures, Cx Partners",2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
medpho,Hospital & Health Care,Noida,8.3,Unknown,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",2021,September,HealthTech,Noida,Uttar Pradesh,India
livquik technology,Fintech,Mumbai,33.2,Unknown,M2P Fintech,2021,September,FinTech,Mumbai,Maharashtra,India
gtm buddy,Computer Software,Hyderabad,16.6,Seed,Stellaris Venture Partners,2021,September,Enterprise / SaaS,Hyderabad,Telangana,India
gobbly,Retail,Gurgaon,7.47,Pre-Series A,"Anicut Angel Fund, Sauce.Vc",2021,September,Ecommerce / Retail,Gurgaon,Haryana,India
hexahealth,Healthcare,Mumbai,37.35,Seed,"Omidyar Network India, Chiratae Ventures",2021,September,HealthTech,Mumbai,Maharashtra,India
eupheus learning,Edtech,Delhi,83.0,Series C,Lightrock India,2021,September,Enterprise / SaaS,Delhi,Delhi,India
easiloan,Fintech,Mumbai,8.3,Unknown,Tomorrow Capital,2021,September,FinTech,Mumbai,Maharashtra,India
anar,Information Technology &,Mumbai,51.46,Seed,"Elevation Capital, Accel",2021,September,Enterprise / SaaS,Mumbai,Maharashtra,India
shadez,Consumer,Mumbai,1.66,Pre-Series A,Inflection Point Ventures,2021,September,Consumer Internet,Mumbai,Maharashtra,India
vahan,Information Technology &,Bangalore,66.4,Series A,Khosla Ventures,2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
tinkerly,Edtech,Jaipur,6.64,Unknown,Navneet Education,2021,September,Enterprise / SaaS,Jaipur,Rajasthan,India
artium academy,Music,Mumbai,6.22,Seed,"Sonu Nigam, Whiteboard Capital",2021,September,Media / Entertainment / Gaming,Mumbai,Maharashtra,India
awon gamez,Gaming,Noida,16.6,Seed,Aditya Duggar,2021,September,Others,Noida,Uttar Pradesh,India
ayu health,Healthcare,Bangalore,52.29,Series A,"Vertex Ventures, Stellaris Venture Partners",2021,September,HealthTech,Bangalore,Karnataka,India
apna,Recruitment,Bangalore,830.0,Series C,Tiger Global,2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
bharatagri,Agritech,Bangalore,53.95,Series A,"Omnivore, India Quotient",2021,September,AgriTech,Bangalore,Karnataka,India
flatheads,Apparel & Fashion,Bangalore,8.3,Pre-Series A,"We Founder Circle, Dexter Angels",2021,September,Consumer Goods / D2C,Bangalore,Karnataka,India
boutique spirit brands,Wine & Spirits,Delhi,83.0,Unknown,"Iifl﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, Tradecred",2021,September,Enterprise / SaaS,Delhi,Delhi,India
eshipz,SaaS,Bangalore,5.81,Unknown,"Indian Angel Network, Axilor",2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
pine labs,Information Technology &,Noida,830.0,Unknown,Invesco Developing Markets Fund,2021,September,Enterprise / SaaS,Noida,Uttar Pradesh,India
paytail,Fintech,Delhi,12.45,Seed,Cholamandalam,2021,September,FinTech,Delhi,Delhi,India
4fin,Fintech,Pune,9.13,Pre-Seed,Curesense Therapeutics,2021,September,FinTech,Pune,Maharashtra,India
immunitoai,Biotechnology,Bangalore,8.3,Seed,Pi Ventures,2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
gameeon studios,Computer Games,Mumbai,2.66,Unknown,Mumbai Angels Network,2021,September,Media / Entertainment / Gaming,Mumbai,Maharashtra,India
farmers fresh zone,Agritech,Kochi,6.64,Pre-Series A,"Ian Fund, Malabar Angel Network, Native Angel Network",2021,September,AgriTech,Kochi,Kerala,India
anveshan,Food,Bangalore,4.15,Seed,"Dsg Consumer Partners, Titan Capital",2021,September,FoodTech,Bangalore,Karnataka,India
coutloot,Consumer,Mumbai,66.4,Other,"Ameba Capital, 9Unicorns",2021,September,Consumer Internet,Mumbai,Maharashtra,India
nova benefits,Healthcare,Bangalore,83.0,Series A,"Susquehanunknown Interunknowntiounknownl Group, Bessemer Venture Partners",2021,September,HealthTech,Bangalore,Karnataka,India
homelane,Interior Design,Bangalore,415.0,Series E,"Iifl Amc, Oman India Joint Investment Fund",2021,September,Real Estate / PropTech,Bangalore,Karnataka,India
lido learning,Edtech,Mumbai,83.0,Unknown,Unilazer Ventures,2021,September,Enterprise / SaaS,Mumbai,Maharashtra,India
jar,Fintech,Bangalore,37.35,Pre-Series A,"Tribe Capital, Arkam Ventures, Weh, Kuunknownl Shah",2021,September,FinTech,Bangalore,Karnataka,India
peppermint,Industrial Automation,Pune,4.98,Unknown,"Venture Catalysts, Indian Angel Network",2021,September,Mobility / Automotive / EV,Pune,Maharashtra,India
moneyhop,Fintech,London,9.96,Seed,Unknown,2021,September,FinTech,London,,United Kingdom
codingal,Edtech,Bangalore,9.96,Seed,Unknown,2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
skit,AI,Bangalore,190.9,Series B,Westbridge Capital,2021,September,Artificial Intelligence,Bangalore,Karnataka,India
peak,Manchester Greater Manchester,,622.5,Series C,Softbank Vision Fund 2,2021,September,Others,,,
revos,Automotive,Bangalore,33.2,Series A,Unknown,2021,September,Mobility / Automotive / EV,Bangalore,Karnataka,India
dezerv,Investment Management,Mumbai,58.1,Seed,"Elevation Capital, Matrix Partners",2021,September,FinTech,Mumbai,Maharashtra,India
appsforbharat,Product Studio,Bangalore,83.0,Series A,Elevation Capital,2021,September,Others,Bangalore,Karnataka,India
habbit,Edtech,Bangalore,2.66,Pre-Seed,Ashok Goyal,2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
bikayi,Ecommerce,Hyderabad,83.0,Series A,Sequoia Capital,2021,September,Ecommerce / Retail,Hyderabad,Telangana,India
sugarfit,Healthcare,Bangalore,83.0,Unknown,"Cure.Fit, Endiya Partners, Tanglin Venture",2021,September,HealthTech,Bangalore,Karnataka,India
dukaan,Retail,Bangalore,91.3,Series A,"Hof Capital, Old Well Ventures, Letsventure, 9Unicorns",2021,September,Ecommerce / Retail,Bangalore,Karnataka,India
vidyakul,Edtech,Gurgaon,4.15,Bridge,We Founder Circle,2021,September,Enterprise / SaaS,Gurgaon,Haryana,India
goodmylk,Food,Bangalore,8.3,Seed,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",2021,September,FoodTech,Bangalore,Karnataka,India
fieldproxy,SaaS,Chennai,1.66,Seed,"Letsventure, 2Am Vc, Magic.Fund",2021,September,Enterprise / SaaS,Chennai,Tamil Nadu,India
neuropixelai,Deeptech,Bangalore,6.64,Seed,"Arvind Venugopal Nair, Amritendu Mukherjee",2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
elixia tech,Information Technology &,Mumbai,8.3,Pre-Series A,Rajasthan Venture Capital Fund,2021,September,Enterprise / SaaS,Mumbai,Maharashtra,India
bitscrunch,Blockchain,Chennai,5.81,Seed,"Covalent, Double Peak, Genblock Capital, Ledger Prime, Mexc Global, Syunknownps",2021,September,Artificial Intelligence,Chennai,Tamil Nadu,India
prolgae,Biotechnology,The Nilgiris,1.66,Seed,Vijayan,2021,September,Enterprise / SaaS,,The Nilgiris,India
biddano,Healthcare,Pune,16.6,Pre-Series A,"Gokul Rajaram, Jpin, Venture Catalysts Uk, Angellist",2021,September,HealthTech,Pune,Maharashtra,India
geniemode,B2B,Gurgaon,16.6,Unknown,Info Edge Ventures,2021,September,Enterprise / SaaS,Gurgaon,Haryana,India
neokred,Fintech,Bangalore,4.15,Seed,"Virenxia Group, Rajesh Jain, Nitin Agarwal",2021,September,FinTech,Bangalore,Karnataka,India
delhivery,Logistics,Gurgaon,630.8,Series I,Addition,2021,September,Logistics / Supply Chain,Gurgaon,Haryana,India
flipspaces,Design,Mumbai,16.6,Other,Prashasta Seth,2021,September,Others,Mumbai,Maharashtra,India
fleek,Internet,Bangalore,8.3,Seed,Axilor,2021,September,Consumer Internet,Bangalore,Karnataka,India
gokwik,Information Technology &,Delhi,41.5,Pre-Series A,"Matrix Partners, Jitendra Gupta, Rtp Global",2021,September,Enterprise / SaaS,Delhi,Delhi,India
proeon,Food,Pune,16.6,Seed,"Shaival Desai, Flowstate Ventures",2021,September,FoodTech,Pune,Maharashtra,India
infyu labs,Agritech,Gandhinagar,1.66,Seed,Ian,2021,September,AgriTech,Gandhinagar,Gujarat,India
techeagle,Aviation & Aerospace,Gurgaon,4.15,Seed,India Accelerator,2021,September,SpaceTech,Gurgaon,Haryana,India
voxelgrids,Deeptech,Bangalore,41.5,Unknown,Zoho,2021,September,Enterprise / SaaS,Bangalore,Karnataka,India
cogos,Logistics,Bangalore,16.6,Pre-Series A,Transworld Group,2021,September,Logistics / Supply Chain,Bangalore,Karnataka,India
gigforce,Staffing & Recruiting,Gurgaon,24.9,Pre-Series A,Endiya Partners,2021,September,FinTech,Gurgaon,Haryana,India
vahdam,Food,Delhi,166.0,Series D,Iifl Amc,2021,September,FoodTech,Delhi,Delhi,India
leap finance,Fintech,Bangalore,456.5,Series C,Owl Ventures,2021,September,FinTech,Bangalore,Karnataka,India
collegedekho,Edtech,Gurgaon,215.8,Series B,"Winter Capital, Ets, Man Capital",2021,September,Enterprise / SaaS,Gurgaon,Haryana,India
werize,Fintech,Bangalore,66.4,Series A,"3One4 Capital, Kalaari Capital",2021,September,FinTech,Bangalore,Karnataka,India
factorsai,SaaS,Bangalore,16.6,Unknown,"Elevation Partners, Emergent Ventures",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
elevar,Sports,Mumbai,16.6,Unknown,"Kalaari Capital, Dream Capital",2021,August,Media / Entertainment / Gaming,Mumbai,Maharashtra,India
studio sirah,Computer Games,Bangalore,6.64,Unknown,Lumikai,2021,August,Media / Entertainment / Gaming,Bangalore,Karnataka,India
oto capital,Fintech,Mumbai,49.8,Unknown,Matrix Partners,2021,August,FinTech,Mumbai,Maharashtra,India
1bridge,Consumer Goods,Bangalore,20.75,Unknown,C4D Partners,2021,August,Consumer Internet,Bangalore,Karnataka,India
skeps,Fintech,Gurgaon,78.85,Unknown,Bertelsmann India,2021,August,FinTech,Gurgaon,Haryana,India
curefoods,Food,Bangalore,107.9,Unknown,"Iron Pillar, Nordstar, Binny Bansal",2021,August,FoodTech,Bangalore,Karnataka,India
tartansense,Information Technology,Bangalore,41.5,Unknown,"Fmc, Omnivore, Blume Ventures",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
bewakoof,Apparel & Fashion,Mumbai,66.4,Unknown,Investcorp,2021,August,Consumer Goods / D2C,Mumbai,Maharashtra,India
kirana247,Logistics,Delhi,8.3,Unknown,Unknown,2021,August,Logistics / Supply Chain,Delhi,Delhi,India
isgoingonline,Retail,Cochin,1.66,Unknown,"Unicorn India Ventures, Sea Fund, Devdatt Shah",2021,August,Ecommerce / Retail,Kochi,Kerala,India
camp k12,Edtech,Gurgaon,99.6,Unknown,"Matrix Partners, Elevation Capital",2021,August,Enterprise / SaaS,Gurgaon,Haryana,India
elda health,Healthcare,Bangalore,12.45,Unknown,"Avaaunknown Capital, Orios Ventures",2021,August,HealthTech,Bangalore,Karnataka,India
sporjo,Sportstech,Mumbai,16.6,Unknown,Punit Balan,2021,August,Enterprise / SaaS,Mumbai,Maharashtra,India
advantage club,Hrtech,Mumbai,14.11,Unknown,"Y Combiunknowntor, Broom Ventures, Kuunknownl Shah",2021,August,Enterprise / SaaS,Mumbai,Maharashtra,India
supergaming,Gaming,Pune,45.65,Unknown,"Skycatcher, Aet Fund, Bace Capital, Dream Incubator, 1Up Ventures",2021,August,Others,Pune,Maharashtra,India
ruptok,Fintech,Delhi,8.3,Unknown,Eclear Leasing,2021,August,FinTech,Delhi,Delhi,India
tartansense,Information Technology,Bangalore,41.5,Series A,"Fmc, Omnivore, Blume Ventures",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
kirana247,Logistics,Delhi,8.3,Pre-Series A,Unknown,2021,August,Logistics / Supply Chain,Delhi,Delhi,India
isgoingonline,Retail,Cochin,1.66,Pre-Series A,"Unicorn India Ventures, Sea Fund, Devdatt Shah",2021,August,Ecommerce / Retail,Kochi,Kerala,India
camp k12,Edtech,Gurgaon,99.6,Series A,"Matrix Partners, Elevation Capital",2021,August,Enterprise / SaaS,Gurgaon,Haryana,India
elda health,Healthcare,Bangalore,12.45,Seed,"Avaaunknown Capital, Orios Ventures",2021,August,HealthTech,Bangalore,Karnataka,India
sporjo,Sportstech,Mumbai,16.6,Pre-Series A,Punit Balan,2021,August,Enterprise / SaaS,Mumbai,Maharashtra,India
supergaming,Gaming,Pune,45.65,Series A,"Skycatcher, Aet Fund, Bace Capital, Dream Incubator, 1Up Ventures",2021,August,Others,Pune,Maharashtra,India
o be cocktails,Wine & Spirits,Bangalore,3.32,Unknown,"First Cheque, Letsventure",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
zetwerk,Mechanical & Industrial Engineering,Bangalore,1245.0,Series E,Unknown,2021,August,Others,Bangalore,Karnataka,India
appsforbharat,Spiritual,Bangalore,33.2,Seed,"Sequoia Capital, Beenext",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
khatabook,Fintech,Bangalore,830.0,Series C,"Tribe Capital, Moore Strategic Ventures (Msv)",2021,August,FinTech,Bangalore,Karnataka,India
smytten,Consumer Goods,Gurgaon,49.8,Series A,Fireside Ventures,2021,August,Consumer Internet,Gurgaon,Haryana,India
syook,Industrial Automation,Bangalore,8.3,Series A,"Inflection Point Ventures, Ongc",2021,August,Mobility / Automotive / EV,Bangalore,Karnataka,India
noto,Consumer Goods,Mumbai,4.15,Pre-Series A,"Titan Capital, Rockstud Capital, John Abraham, Weh Ventures",2021,August,Consumer Internet,Mumbai,Maharashtra,India
lumiq,Information Technology,Noida,16.6,Seed,Info Edge Ventures,2021,August,Enterprise / SaaS,Noida,Uttar Pradesh,India
breathe wellbeing,Healthcare,Gurgaon,45.65,Series A,Accel,2021,August,HealthTech,Gurgaon,Haryana,India
house of kieraya,Lifestyle,Bangalore,124.5,Unknown,Tradecred,2021,August,Others,Bangalore,Karnataka,India
goegonetwork,Automotive,Pune,16.6,Unknown,Unknown,2021,August,Mobility / Automotive / EV,Pune,Maharashtra,India
probus,Iot,Delhi,4.15,Bridge,Unicorn India Ventures,2021,August,Others,Delhi,Delhi,India
drinkprime,Consumer Goods,Bangalore,8.3,Unknown,"Uc Inclusive Credit, Western Capital",2021,August,Consumer Internet,Bangalore,Karnataka,India
smart express,Logistics,Mumbai,83.0,Seed,"Iifl India Private Equity Fund, Smiti Holding, Trading Company",2021,August,Logistics / Supply Chain,Mumbai,Maharashtra,India
smallcase,Fintech,Bangalore,332.0,Series C,Faering Capital,2021,August,FinTech,Bangalore,Karnataka,India
satya microcapital,Banking,Delhi,83.0,Unknown,"Responsability Investments, Blue Orchard",2021,August,FinTech,Delhi,Delhi,India
postman,Computer Software,Bangalore,1867.5,Series D,"Crv, Nexus Venture Partners",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
hashnode,Computer Software,Bangalore,55.61,Series A,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’S Surge",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
racenergy,Automotive,Hyderabad,10.79,Seed,"Micelio Fund, Growx Ventures",2021,August,Mobility / Automotive / EV,Hyderabad,Telangana,India
bharat pe,Fintech,Delhi,166.0,Debt,"Iifl Wealth, Asset Maunknowngement, Northern Arc Capital",2021,August,FinTech,Delhi,Delhi,India
gyde,Computer Software,Pune,2.08,Seed,"Better Capital, Ashish Achrekar",2021,August,Enterprise / SaaS,Pune,Maharashtra,India
agnext,Agritech,Chandigarh,174.3,Series A,Alpha Wave Incubation,2021,August,AgriTech,Chandigarh,Chandigarh,India
xpresslane,Technology,Bangalore,3.32,Pre-Seed,"Point One Capital, Yatra Angel Network (Yan), Opus Consulting, Manipal Technologies.",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
loankuber,Digital Mortgage,Delhi,9.96,Pre-Series A,Unknown,2021,August,Enterprise / SaaS,Delhi,Delhi,India
oyo,Hospitality,Gurgaon,41.5,Series F,Microsoft,2021,August,HealthTech,Gurgaon,Haryana,India
rapido,Information Technology &,Bangalore,431.6,Unknown,"Shell Ventures, Yamaha, Kuunknownl Shah",2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
ypay,Fintech,Noida,3.32,Unknown,We Founder Circle,2021,August,FinTech,Noida,Uttar Pradesh,India
sleepycat,Furniture,Mumbai,31.54,Unknown,"Saama Capital, Dsg Consumer Partners, Sharrp Ventures",2021,August,Enterprise / SaaS,Mumbai,Maharashtra,India
ultrahuman,Healthcare,Bangalore,145.25,Unknown,Tiger Global’S Scott Schleifer,2021,August,HealthTech,Bangalore,Karnataka,India
upscalio,Ecommerce,Gurgaon,348.6,Unknown,Unknown,2021,August,Ecommerce / Retail,Gurgaon,Haryana,India
yellow class,Edtech,Gurgaon,49.8,Unknown,Elevation Capital,2021,August,Enterprise / SaaS,Gurgaon,Haryana,India
yojak,B2B,Gurgaon,31.54,Unknown,Info Edge Ventures,2021,August,Enterprise / SaaS,Gurgaon,Haryana,India
creatorstack,Computer Software,Bangalore,16.6,Unknown,Accel,2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
expertrons,Edtech,Mumbai,19.09,Unknown,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2021,August,Enterprise / SaaS,Mumbai,Maharashtra,India
rage coffee,Food,Delhi,41.5,Unknown,Sixth Sense Ventures,2021,August,FoodTech,Delhi,Delhi,India
klub,Fintech,Bangalore,166.0,Unknown,"9Unicorns, Sequoia Capital India’S Surge",2021,August,FinTech,Bangalore,Karnataka,India
navia life care,Healtcare,Delhi,8.3,Unknown,"Anicut Angel Fund, 9 Unicorns",2021,August,Others,Delhi,Delhi,India
1k kirana bazaar,Retail,Gurgaon,58.1,Unknown,"Info Edge, Falconedge",2021,August,Ecommerce / Retail,Gurgaon,Haryana,India
zupee,Gaming,Gurgaon,249.0,Unknown,"Westcap Group, Tomales Bay Capital",2021,August,Others,Gurgaon,Haryana,India
localeai,Location Analytics,Bangalore,8.3,Unknown,"Chiratae Ventures, Better Capital",2021,August,Analytics / Big Data,Bangalore,Karnataka,India
verse innovation,Media,Bangalore,3735.0,Unknown,"Siguler Guff, Baillie Gifford",2021,August,HealthTech,Bangalore,Karnataka,India
miko,Consumer Electronics,Mumbai,232.4,Unknown,"Iifl Amc, Mankind Pharma Family Office, Aroa Ventures",2021,August,Consumer Internet,Mumbai,Maharashtra,India
whiz league,Edtech,Delhi,2.49,Unknown,Iti Growth Opportunities,2021,August,Enterprise / SaaS,Delhi,Delhi,India
hash,Tobacco,Delhi,29.05,Unknown,Amrac Investment Trust,2021,August,Others,Delhi,Delhi,India
log 9 materials,Deeptech,Bangalore,70.55,Series A,Amara Raja Batteries,2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
upgrad,Edtech,Mumbai,207.5,Unknown,India Infoline Fiunknownnce,2021,August,Enterprise / SaaS,Mumbai,Maharashtra,India
flashprep,Edtech,Bangalore,4.15,Pre-Seed,Venture Highway,2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
kenko health,Fintech,Mumbai,14.11,Pre-Series A,"Beenext, Orios",2021,August,FinTech,Mumbai,Maharashtra,India
wiz freight,Logistics,Chennai,29.05,Seed,Axilor,2021,August,Logistics / Supply Chain,Chennai,Tamil Nadu,India
credgenics,Fintech,Delhi,207.5,Series A,"Westbridge Capital, Tanglin Venture Partners",2021,August,FinTech,Delhi,Delhi,India
bluelearn,Edtech,Goa,3.32,Pre-Seed,"100X.Vc﻿, ﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",2021,August,Enterprise / SaaS,Panaji,Goa,India
nimbleboxai,Mlops,Chennai,8.3,Seed,Venture Catalysts,2021,August,Artificial Intelligence,Chennai,Tamil Nadu,India
pickrr,Logistics,Gurgaon,99.6,Series B,"Iifl, Amicus Capital, Aunknownnta Capital",2021,August,Logistics / Supply Chain,Gurgaon,Haryana,India
stellaris venture partners,Venture Capital,Bangalore,1867.5,Unknown,Unknown,2021,August,Enterprise / SaaS,Bangalore,Karnataka,India
grip invest,Fintech,Gurgaon,24.9,Series A,"Venture Highway, Endiya Partners",2021,August,FinTech,Gurgaon,Haryana,India
heads up for tails,Pet Care,Delhi,307.1,Series A,"Verlinvest, Sequoia Capital",2021,August,Others,Delhi,Delhi,India
