Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month
lenskart,Ecommerce,Delhi,498.0,Private Equity,"Interunknowntiounknownl Fiunknownnce Corp, Tpg Growth, Adveq Maunknowngement, Idg Ventures, Ratan Tata, Kris Gopalakrishunknownn",2016,May
seclore,Technology,Mumbai,99.6,Private Equity,"Sistema Asia Fund, Helion Venture, Ventureeast, India Alterunknowntives",2016,May
solartown,Technology,Chennai,1.66,Seed,Grex.In,2016,May
comarete,Technology,Pune,1.66,Seed,Grex.In,2016,May
mydentistchoice,Ecommerce,Hyderabad,1.25,Seed,Unknown Investors,2016,May
activeai,Technology,Singapore,4.15,Seed,Kalaari Capital Accelerator Program,2016,May
affordplan,Technology,Delhi,4.15,Seed,Kalaari Capital Accelerator Program,2016,May
indee,Consumer Internet,Bangalore,4.15,Seed,Kalaari Capital Accelerator Program,2016,May
weballigator,Consumer Internet,Bangalore,3.11,Seed,"Group Of Undisclosed Angel Investors, Hnis",2016,May
eduace,Edtech,Lucknow,8.3,Private Equity,Momagic Technologies,2016,May
zebroads,Logistics,Hyderabad,0.62,Seed,Unknown Investors,2016,May
locus,Technology,Bangalore,22.82,Private Equity,"Exfinity Venture Partners, Blume Ventures, Beenext, Rajesh Raunknownvat",2016,May
toko innovations,Consumer Internet,Bangalore,3.73,Seed,"Roopak Saluja, Vishal Khare",2016,May
rentickle,Ecommerce,Delhi,2.08,Seed,"Manish Kheterpal, Viunknowny Mittal, Dinesh Mittal, Sandeep Gupta",2016,May
healthifyme,Consumer Internet,Bangalore,49.8,Private Equity,"Idg Ventures India, Inventus Capital, Blume Ventures",2016,May
zarget,Consumer Internet,Chennai,12.45,Private Equity,"Accel, Matrix Partners, Girish Mathrubootham",2016,May
innonano research,Technology,Chennai,149.4,Private Equity,Nanoholdings,2016,May
schoolwear,Ecommerce,Mumbai,12.45,Seed,Unknown Investors,2016,May
swiggy,Consumer Internet,Bangalore,58.1,Private Equity,"Norwest Venture Partners, Dst Global, Accel",2016,May
zenify,Consumer Internet,Bangalore,7.47,Private Equity,Unknown Investors,2016,May
fractal analytics,Technology,Mumbai,830.0,Private Equity,Khazaunknownh Nasiounknownl Berhad,2016,May
unacademy,Consumer Internet,Bangalore,4.15,Seed,"Blume Ventures, Rajan Aunknownndan, Sumit Jain, Aprameya Radhakrishunknown, Sujeet Kumar, Phanindra Sama",2016,May
capital float,Consumer Internet,Bangalore,207.5,Private Equity,"Creation Investments Capital Maunknowngement, Saif Partners, Sequoia Capital, Aspada Ventures",2016,May
life circle,Healthcare,Hyderabad,1.25,Private Equity,Groupe Sos,2016,May
stayzilla,Consumer Internet,Chennai,112.05,Private Equity,"Matrix Partners, Nexus Venture Partners",2016,May
wow express,Logistics,Mumbai,18.26,Private Equity,"Unknown Investors, Tamarind Family Private Trust",2016,May
smartivity,Ecommerce,Delhi,8.3,Private Equity,"S Chand, Advantedge Partners",2016,May
thesmartq,Consumer Internet,Bangalore,2.08,Seed,Yournest Angel Fund,2016,May
purplehealth,Consumer Internet,Thiruvananthapuram,0.83,Seed,Katabole Technology Venture,2016,May
edupristine,Edtech,Mumbai,83.0,Private Equity,"Kaizen Maunknowngement Advisors, Devry Inc",2016,May
bhiveworkspace,Reality,Bangalore,8.3,Private Equity,Blume Ventures,2016,May
appie,Consumer Internet,Mumbai,8.3,Seed,Unknown Investors,2016,May
taxivaxi,Consumer Internet,Delhi,4.15,Seed,Unknown Hnis,2016,May
veqta,Consumer Internet,Delhi,4.15,Seed,"Chatsworth Maunknowngement, Itw Digital",2016,May
i2ifunding,Consumer Internet,Noida,2.49,Seed,Unknown Investors,2016,May
hoppingo,Consumer Internet,Delhi,0.74,Seed,Vcommission,2016,May
goalwise,Consumer Internet,Bangalore,8.3,Seed,Unknown Hnis,2016,May
address health,Healthcare,Bangalore,12.45,Private Equity,Gray Matters Capital,2016,May
arcatron mobility,Technology,Pune,0.83,Seed,Sudhir Mehta,2016,May
cleartax,Consumer Internet,Bangalore,16.6,Private Equity,"Ff Angel, Sequoia Capital",2016,May
mchamp,Consumer Internet,Delhi,3.94,Seed,Momagic Technologies,2016,May
vahanalytics,Technology,Mumbai,1.66,Seed,"Anirudh Damani, Vikram Lakhotia",2016,May
koovs,Ecommerce,Delhi,36.52,Private Equity,Ht Media Ltd,2016,May
ccavenue,Consumer Internet,Mumbai,73.87,Private Equity,Nsi Infinium Global Pvt. Ltd,2016,May
machadalo,Consumer Internet,Mumbai,1.45,Seed,Unknown Investors,2016,May
dil mil,Consumer Internet,Sfo,22.41,Private Equity,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, Csc Upshot, Angel Investors",2016,April
hungama,Consumer Internet,Mumbai,207.5,Private Equity,Xiaomi Inc,2016,April
shipsy,Logistics,Gurgaon,8.3,Private Equity,Dtdc Express Ltd,2016,April
gear6,Consumer Internet,Bangalore,4.15,Seed,Ninestarter,2016,April
myglamm,Consumer Internet,Mumbai,49.8,Private Equity,L\\Xe2\\X80\\X99Occitane,2016,April
petoo,Consumer Internet,Bangalore,8.3,Private Equity,Axilor Ventures,2016,April
imedilane,Consumer Internet,Delhi,0.33,Seed,"Mahendra Patel, Nilender Chauhan",2016,April
living local,Consumer Internet,Mumbai,1.66,Seed,Rattan Chadha,2016,April
oyo,Consumer Internet,Delhi,830.0,Private Equity,"SoftBank, Sequoia Capital, Lightspeed, Greenoaks Capital, Dsg Consumer Partners And Venture Nursery",2016,April
priceraja,Consumer Internet,Gurgaon,2.49,Seed,Prashant Puri,2016,April
magicx,Consumer Internet,Bangalore,8.3,Seed,"Kris Gopalakrishunknownn, Dr. Ranjan Pai",2016,April
legalraasta,Consumer Internet,Delhi,8.3,Seed,"Pravin Khandelwal, Yatin Kumar Jain",2016,April
raincan,Consumer Internet,Pune,1.25,Seed,Dr. Aniruddha Malpani,2016,April
hippily,Ecommerce,Mumbai,2.08,Seed,"Dr. Sridhar Ramaswamy, Rakesh Mathur",2016,April
kredx,Ecommerce,Bangalore,6.22,Seed,Prime Venture Partners,2016,April
beaconstalk,Technology,Mumbai,0.83,Seed,"Rajeev Agrawal, Prashant Gooty",2016,April
renewbuy,Consumer Internet,Delhi,8.3,Seed,Mount Nathan Advisors,2016,April
vyomo,Consumer Internet,Delhi,124.5,Private Equity,Naturals Salon Chain,2016,April
nestaway,Consumer Internet,Bangalore,249.0,Private Equity,Tiger Global,2016,April
tapchief,Consumer Internet,Bangalore,1.25,Seed,Vijay Shekhar Sharma,2016,April
jugnoo,Consumer Internet,Chandigarh,83.0,Private Equity,"Paytm, Existing Investors",2016,April
betaout,Ecommerce,Noida,12.45,Private Equity,"Stanford Angels, Letsventure, Chenunknowni Angels, Hyderabad Angels, Mumbai Angels",2016,April
driverscart,Consumer Internet,Chennai,3.73,Seed,Ah! Ventures,2016,April
collegedekho,Consumer Internet,Delhi,16.6,Private Equity,Man Capital,2016,April
1mg,Ecommerce,Gurgaon,124.5,Private Equity,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",2016,April
licious,Ecommerce,Bangalore,24.9,Private Equity,Mayfield India Ii Maunknowngement Ltd,2016,April
toko innovation studios,Consumer Internet,Delhi,3.73,Seed,Indian Angel Network,2016,April
commut,Consumer Internet,Hyderabad,1.66,Seed,50K Ventures,2016,April
dropkaffe,Food,Bangalore,4.57,Seed,"Growthstory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",2016,April
transerv,Consumer Internet,Mumbai,124.5,Private Equity,"Idfc Spice Fund, Micromax Informatics",2016,April
cleartax,Consumer Internet,Bangalore,10.79,Private Equity,"Max Levchin, Scott Banister",2016,April
roposo,Ecommerce,Gurgaon,124.5,Private Equity,Bertelsmann India Investments,2016,April
milkbasket,Consumer Internet,Gurgaon,4.15,Seed,Evc Ventures,2016,April
ichr,Consumer Internet,Delhi,3.73,Seed,Unknown,2016,April
the wedding brigade,Consumer Internet,Mumbai,4.98,Seed,"Blume Ventures, Other Ununknownmed Investors",2016,April
docsapp,Consumer Internet,Bangalore,9.96,Private Equity,"Rebright Partners, Aunknownnd Rajaraman, Venky Hariunknownrayan",2016,April
impact guru,Consumer Internet,Mumbai,4.15,Seed,"Rb Investments, Fundnel",2016,April
letreach,Ecommerce,Delhi,0.83,Private Equity,Vcommission,2016,April
momark,Consumer Internet,Noida,4.98,Private Equity,Yournest Angel Fund,2016,March
systemantics,Technology,Bangalore,11.62,Private Equity,"Nandan Nilekani, Accel",2016,March
imarticus learning,Edtech,Mumbai,8.3,Private Equity,"Blinc Advisors, Amit Naunknownvati, Tashwinder Singh, Taranjit Jaswal, Amit Khanunknown",2016,March
shouut,Consumer Internet,Delhi,4.15,Seed,Unknown Investor,2016,March
aahaa,Ecommerce,Chennai,8.3,Private Equity,Yournest Angel Fund,2016,March
ftcash,Consumer Internet,Kolkata,1.25,Seed,Ivycap Ventures,2016,March
zappka,Consumer Internet,Gurgaon,0.83,Seed,"Daman Soni, Rajat Gupta, Others",2016,March
medecube,Healthcare,Gurgaon,33.2,Private Equity,Artiman Ventures,2016,March
now,Consumer Internet,Noida,4.15,Seed,"Ruchirans Jaipuria, Anuj Sanghi",2016,March
ninjacart,Ecommerce,Bangalore,24.9,Private Equity,"Accel, Qualcomm Ventures, M, S Partners, Zop Smart",2016,March
reach,Consumer Internet,Bangalore,4.15,Seed,"Rebright Partners, Sol Primero, Sudhir Aunknownndarao, Ankur Warikoo, Ankur Singla",2016,March
vanity cube,Consumer Internet,Delhi,2.08,Seed,Unicorn Ventures,2016,March
medidaili,Consumer Internet,Bangalore,0.83,Seed,Unknown Private Investors,2016,March
lovecycles,Consumer Internet,Bangalore,6.22,Seed,Prime Venture Partners,2016,March
kartrocket,Ecommerce,Delhi,66.4,Private Equity,"Unknown Japanese Investor, Bertelsmann India Investments, Nirvaunknown Digital India Fund, Nirvaunknown Digital Investment Holding Co Ltd, 500 Startunknownups",2016,March
dunzo,Consumer Internet,Bangalore,5.39,Seed,"Aspada Investment Advisors, Blume Ventures",2016,March
smartvizx,Technology,Noida,4.15,Seed,"Indian Angel Network, Stanford Angels, Entrepreneurs India",2016,March
mygubbi,Real Estate,Bangalore,20.75,Seed,"Vipul Parekh, Ajesh K Murthy",2016,March
nukkad shops,Consumer Internet,Hyderabad,8.3,Seed,Purpletalk Inc,2016,March
justride,Consumer Internet,Mumbai,3.32,Seed,"Dheeraj Jain, Other Angel Investors",2016,March
big fish ventures,Food,Delhi,92.13,Private Equity,Unknown Investors,2016,March
icertis,Technology,Pune,124.5,Private Equity,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",2016,March
supplified,Ecommerce,Delhi,8.3,Seed,Mohit Goel,2016,March
pinkblue,Ecommerce,Bangalore,1.86,Seed,"Hari Krishunknown, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",2016,March
truckingcube,Logistics,Delhi,123.67,Private Equity,Agarwal Movers Group,2016,March
flipclass,Consumer Internet,Bangalore,8.3,Private Equity,"S Chand And Co Pvt Ltd, Blume Ventures",2016,March
proximit,Technology,Pune,1.25,Seed,Funding Through 1Crowd Platform,2016,March
withme,Consumer Internet,Gurgaon,2.08,Seed,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",2016,March
gapoon,Consumer Internet,Bangalore,1.49,Seed,"Chandrashekar Tallapragada, Pankaj Kapoor",2016,March
wealthy,Consumer Internet,Bangalore,2.08,Seed,"Zishaan Hayath, Abhishek Goyal, Arjun And Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",2016,March
pramati,Healthcare,Noida,1.66,Seed,Unknown Investors,2016,March
qlivery,Consumer Internet,Gurgaon,1.91,Seed,Swastika Company Ltd,2016,March
healthenablr,Consumer Internet,Mumbai,6.64,Seed,Unknown Investors,2016,March
liftiee,Consumer Internet,Mumbai,0.9,Seed,"Rannvijay Singh, Anita Hassaunknownndani",2016,March
hello curry,Food,Hyderabad,12.45,Private Equity,"Sashi Reddi, Other Ununknownmed Investors",2016,March
gosporto,Consumer Internet,Delhi,0.25,Seed,Naveen Gupta,2016,March
room on call,Consumer Internet,Gurgaon,16.6,Private Equity,Cashurdrive Marketing Pvt Ltd,2016,March
byjuxe2x80x99s,Consumer Internet,Bangalore,622.5,Private Equity,"Sequoia India, Sofiunknown",2016,March
bigbasket,Ecommerce,Bangalore,1245.0,Private Equity,Abraaj Group,2016,March
drivojoy,Consumer Internet,Bangalore,4.98,Seed,"Indian Angel Network, Tracxn Labs, Others",2016,March
creditseva,Consumer Internet,Hyderabad,2.99,Seed,"Pix Vine Capital, Infocomm Development Authority Of Singapore",2016,March
endless robotics,Technology,Hyderabad,0.83,Seed,"Devidas Desai, Vipul Gautam, Singapore Angel Network",2016,March
sp robotics,Technology,Chennai,2.49,Seed,Indian Angel Network,2016,March
ekincare,Consumer Internet,Hyderabad,2.74,Private Equity,"Bitchemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishunknown Reddy, Sandeep Seerapu",2016,March
wheelstreet,Consumer Internet,Bangalore,4.15,Private Equity,Broadbean Capital Services,2016,March
horntell,Consumer Internet,Gurgaon,1.25,Seed,"Bharanidharan Viswaunknownthan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",2016,March
schoolkart,Ecommerce,Noida,2.49,Seed,Unknown Investors,2016,March
babygogo,Consumer Internet,Delhi,2.49,Seed,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",2016,March
veritas finance,Fintech,Chennai,39.01,Private Equity,Sarva Capital,2016,March
qikship,Consumer Internet,Delhi,1.66,Seed,Undisclosed Investors,2016,March
fixnix,Consumer Internet,Chennai,4.15,Seed,Jay Vijayan,2016,March
touchkin,Healthcare,Bangalore,3.32,Seed,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghuunknownndan G, Puneet Agarwal",2016,March
altizone,Technology,Pune,33.2,Private Equity,"Wipro Ventures, \\Xc2\\Xa0 Lumis Partners",2016,February
strike,Consumer Internet,Bangalore,0.19,Seed,Multiple Investors Through Ten Minute Million Competition,2016,February
maaxmarket,Consumer Internet,Unknown,0.19,Seed,Multiple Investors Through Ten Minute Million Competition,2016,February
gamooz,Technology,Gurgaon,0.19,Seed,Multiple Investors Through Ten Minute Million Competition,2016,February
soundsurround,Technology,Mumbai,0.19,Seed,Multiple Investors Through Ten Minute Million Competition,2016,February
mazkara,Consumer Internet,Pune,8.3,Seed,Duunknownmis Ventures Pte Ltd.,2016,February
roadgods,Ecommerce,Delhi,0.83,Seed,Green House Ventures (Ghv),2016,February
pindropmusic,Consumer Internet,Noida,0.83,Seed,Green House Ventures (Ghv),2016,February
woodpie,Consumer Internet,Bangalore,0.25,Seed,Ingram Content Group,2016,February
perfumery,Ecommerce,Delhi,0.25,Seed,"Oranda Global, Others",2016,February
zendrive,Technology,Bangalore,112.05,Private Equity,"Sherpa Capital, Nyca Partners And Thomvest Ventures",2016,February
gingercrush,Ecommerce,Vadodara,8.3,Private Equity,"Saha Fund, Tv Mohandas Pai, Zia Mody, Mumbai Angels, Aunknownnda Kallugadde, Rakesh Desai, Rakesh Malhotra",2016,February
american vision,Consumer Internet,Pune,0.67,Seed,Unknown Investors,2016,February
dawailelo,Consumer Internet,Varanasi,0.43,Seed,Unknown Investors,2016,February
heads up for tails,Ecommerce,Delhi,8.3,Seed,Unknown Investors,2016,February
istyleyou,Consumer Internet,Gurgaon,0.83,Seed,Green House Ventures (Ghv),2016,February
adurcup,Consumer Internet,Delhi,0.83,Seed,Green House Ventures (Ghv),2016,February
xpressbees,Ecommerce,Pune,103.75,Private Equity,"Saif Partners, Idg Ventures India, Vertex Ventures, Valiant Capital",2016,February
capzest,Consumer Internet,Mumbai,1.66,Seed,Lion Ventures,2016,February
affimity,Consumer Internet,Bangalore,9.96,Seed,Undisclosed Investors,2016,February
anandakanda,Technology,Pune,1.25,Seed,Undisclosed Investors,2016,February
actonmagic,Technology,Bangalore,1.04,Seed,Jayabalan Subramanian,2016,February
bonhomia,Food,Delhi,8.3,Seed,"Alok Rawat, Grey Orange Robotics",2016,February
igrenenergi,Technology,Mumbai,8.3,Seed,Sunil Mehta,2016,February
rksv,Consumer Internet,Mumbai,33.2,Private Equity,Kalaari Capital,2016,February
aasaanjobs,Consumer Internet,Mumbai,41.5,Private Equity,"Aspada Advisors, Idg Ventures, \\Xc2\\Xa0 Inventus Capital",2016,February
snapdeal,Ecommerce,Delhi,1660.0,Private Equity,"Ontario Teachers\\Xe2\\X80\\X99 Pension Plan, Others",2016,February
goyano,Consumer Internet,Gurgaon,0.41,Seed,Mukesh Kumar Gupta,2016,February
rentsher,Consumer Internet,Bangalore,2.49,Seed,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",2016,February
buddy,Fintech,Bangalore,4.15,Seed,"Blume Ventures, \\Xc2\\Xa0 Tracxn Labs",2016,February
tablehero,Consumer Internet,Bangalore,8.3,Seed,"Growx Ventures, Kuunknownl Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",2016,February
betterplace,Technology,Bangalore,8.05,Seed,Unitus Seed Fund,2016,February
icustommadeit,Ecommerce,Pune,33.2,Private Equity,"Brand Capital, Siddhiviunknownyak Skyscrapers, Dinesh R. Challa",2016,February
gamezop,Technology,Delhi,2.9,Seed,"Kwan Entertainment, Marketing Solutions, Powerhouse Ventures, Others",2016,February
the viral fever,Consumer Internet,Mumbai,83.0,Private Equity,Tiger Global,2016,February
avanti learning,Edtech,Delhi,41.5,Private Equity,"Michael, Susan Dell Foundation",2016,February
healthkumbh,Consumer Internet,Ahmedabad,0.61,Seed,Unknown Investor,2016,February
careongo,Ecommerce,Delhi,2.49,Seed,"Farooq Oomerbhoy, Other Angel Investors",2016,February
ark robot,Technology,Bangalore,2.9,Seed,Qualcomm (Through Qprize Contest),2016,February
jaypore,Ecommerce,Delhi,41.5,Private Equity,Aavishkaar,2016,February
advantage club,Consumer Internet,Gurgaon,3.32,Seed,"Purvi Ventures, Others",2016,February
baby berry,Consumer Internet,Bangalore,8.3,Seed,"Nitin Bagmane, Other Undisclosed Investors",2016,February
magicpin,Consumer Internet,Delhi,24.9,Private Equity,Lightspeed India,2016,February
first eat,Consumer Internet,Delhi,0.83,Seed,Unknown Investor,2016,February
taskbob,Consumer Internet,Mumbai,37.35,Private Equity,"Ivycap Ventures, Orios Venture Partners, Mayfield India",2016,February
styledotme,Consumer Internet,Delhi,0.31,Seed,Indian Angel Network,2016,February
cuponation,Consumer Internet,Gurgaon,91.3,Private Equity,"Rocket Internet Ag, Holtzbrink Ventures, New Enterprise Associates (Nea), E.Ventures, Ruunknownnet, Deutsche Telekom Strategic Investments (Dtsi), Silicon Valley Bank",2016,February
sayfix,Consumer Internet,Bangalore,1.33,Seed,Yajunknownunknownrayaunknown Kammaje,2016,February
nobroker,Consumer Internet,Bangalore,83.0,Private Equity,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, Saif Partners",2016,February
appilyever,Consumer Internet,Hyderabad,3.32,Seed,"Varun Aggarwal, Suresh Venkat, Raj Y",2016,February
pocketin,Consumer Internet,Noida,1.25,Seed,Swastika Company Ltd,2016,February
ofbusiness,Ecommerce,Gurgaon,41.5,Private Equity,Matrix Partners,2016,February
juspay,Consumer Internet,Bangalore,48.14,Private Equity,"Accel, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",2016,February
funcart,Ecommerce,Delhi,0.58,Seed,Unknown Hnis,2016,February
freedom smart labs,Technology,Delhi,1.2,Seed,Kapil Goel,2016,February
edubridge,Consumer Internet,Mumbai,20.75,Private Equity,"Insitor Impact Asia Fund, Acumen Fund",2016,February
hopscotch,Ecommerce,Mumbai,107.9,Private Equity,Eduardo Saverin,2016,February
b9 beverages,Food,Delhi,49.8,Private Equity,"Sequoia Capital, Kuunknownl Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",2016,January
mychild app,Edtech,Bhopal,0.83,Seed,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",2016,January
360ride,Consumer Internet,Bangalore,1.25,Seed,Unknown,2016,January
alefnmobitech,Consumer Internet,Mumbai,41.5,Private Equity,Tata Capital Innovation Fund,2016,January
sensara,Technology,Bangalore,6.22,Seed,"Lalitesh Katragadda, \\Xc2\\Xa0 Gaunknownyantrika Systems",2016,January
zebpay,Consumer Internet,Ahmedabad,8.3,Private Equity,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",2016,January
planmynmedicaltrip,Healthcare,Pune,1.25,Seed,"Bhanu Vikram Parsotam, Rohan Desai And Paras Patel",2016,January
mycity4kids,Edtech,Gurgaon,24.9,Private Equity,"Sidbi Venture Capital Limited, Yournest Angel Fund",2016,January
justdakhilacom,Edtech,Delhi,6.22,Seed,Ankur Gupta,2016,January
infurnia,Consumer Internet,Bangalore,1.33,Seed,Idein Ventures,2016,January
