Investor,Total_Invested,Num_Investments,Last_Date,Top_Sub_Sectors,Top_Stages,Top_Cities,Avg_HHI,Avg_Unique_Leads,Last_Investment
Akshay Saxeunknown (Avanti),6.75,1,2025-02-01,Digital Pediatric Care,Seed,Delhi,0.17,6.0,2025-02-01
Amplify,6.75,1,2025-02-01,Digital Pediatric Care,Seed,Delhi,0.17,6.0,2025-02-01
Ankit Gupta (Bicycle Health),6.75,1,2025-02-01,Digital Pediatric Care,Seed,Delhi,0.17,6.0,2025-02-01
Strategic Angel Investors,6.75,1,2025-02-07,Secured Lending,Pre-Seed,Bangalore,0.2,5.0,2025-02-07
Upsparks Capital,6.75,1,2025-02-07,Secured Lending,Pre-Seed,Bangalore,0.2,5.0,2025-02-07
Gowri Mukherjee,6.67,1,2020-01-10,Online Credit Management,Unknown,Chennai,0.33,3.0,2020-01-10
R Sudarshan,6.67,1,2020-01-10,Online Credit Management,Unknown,Chennai,0.33,3.0,2020-01-10
Ranjit Punja,6.67,1,2020-01-10,Online Credit Management,Unknown,Chennai,0.33,3.0,2020-01-10
Unitus Venture,6.67,1,2020-07-06,Hr,Unknown,Bangalore,1.0,1.0,2020-07-06
Rukam Capital Trust,6.64,1,2020-11-28,Food,Unknown,Mumbai,0.5,2.0,2020-11-28
Pavan Ongole,6.64,2,2017-02-21,"Consumer Internet, Online Counselling And Psychological Support",Seed,"Bangalore, Gwalior",0.13,8.0,2017-02-21
Navneet Education,6.64,1,2021-09-26,Edtech,Unknown,Jaipur,1.0,1.0,2021-09-26
Der Shing Lim,6.64,1,2020-04-23,Logistics,Seed,Nan,0.5,2.0,2020-04-23
Malabar Angel Network,6.64,1,2021-09-19,Agritech,Pre-Series A,Kochi,0.33,3.0,2021-09-19
Strive Vc,6.64,1,2021-04-17,Retail,Seed,Nan,1.0,1.0,2021-04-17
Arvind Venugopal Nair,6.64,1,2021-09-13,Deeptech,Seed,Bangalore,0.5,2.0,2021-09-13
Jyotsunknown Bapat,6.64,1,2020-11-11,Saas,Pre-Series A,Nan,0.5,2.0,2020-11-11
Upaya Social Ventures,6.64,1,2021-05-02,Fintech,Pre-Series A,Jaipur,0.5,2.0,2021-05-02
Manish Subramaniam,6.64,1,2021-05-02,Fintech,Pre-Series A,Jaipur,0.5,2.0,2021-05-02
Amritendu Mukherjee,6.64,1,2021-09-13,Deeptech,Seed,Bangalore,0.5,2.0,2021-09-13
Rudy Gopalakrishunknownn,6.64,2,2015-08-27,"Web Content Publishing, Visual Blogging",Seed,"Gurgaon, Delhi",0.42,2.5,2015-08-27
Blacksoil Capital Pvt Ltd,6.64,1,2017-01-09,Technology,Private Equity,Mumbai,1.0,1.0,2017-01-09
Vikram Karuunknownkaram,6.64,1,2022-02-16,Information Technology &,Pre-Series A,Hyderabad,0.33,3.0,2022-02-16
Niren Shah,6.64,1,2020-11-28,Food,Unknown,Mumbai,0.5,2.0,2020-11-28
Ranbir Kapoor,6.64,1,2025-08-19,Logistics,Unknown,Gurgaon,1.0,1.0,2025-08-19
Kotak Life,6.64,1,2020-01-11,Fintech,Unknown,Mumbai,0.33,3.0,2020-01-11
Propell Fund,6.64,1,2024-09-11,B2B Financial Management,Pre-Seed,Bangalore,0.25,4.0,2024-09-11
3Lines Vc,6.64,1,2020-11-05,Ai,Seed,Hyderabad,0.33,3.0,2020-11-05
Cba Capital,6.64,1,2020-01-10,Edtech,Series A,Chennai,0.5,2.0,2020-01-10
Nitin Agarwal,6.64,2,2021-09-23,"Consumer Internet, Fintech",Seed,"Noida, Bangalore",0.29,3.5,2021-09-23
Swarnim Multiventures,6.64,1,2015-09-04,Virtual Reality 3D Simulation And Stereoscopic Products,Private Equity,Bangalore,1.0,1.0,2015-09-04
Vivek Bhargava,6.62,3,2017-06-09,"Technology, Consumer Internet","Seed, Private Equity","Bangalore, Delhi",0.42,2.67,2017-06-09
Pedalstart,6.62,3,2025-10-28,"Energy > Energy Storage, Ecommerce, Shoe Care","Pre-Seed, Seed","Nan, Bangalore, Chandigarh",1.0,1.0,2025-10-28
Misfits Capital,6.6,1,2025-02-02,Sports Performance Analysis,Seed,Bangalore,0.25,4.0,2025-02-02
Indigoedge,6.6,1,2025-02-02,Sports Performance Analysis,Seed,Bangalore,0.25,4.0,2025-02-02
Marwah Sports Group,6.6,1,2025-02-02,Sports Performance Analysis,Seed,Bangalore,0.25,4.0,2025-02-02
Rainmatter (Nithin Kamath),6.6,1,2025-02-02,Sports Performance Analysis,Seed,Bangalore,0.25,4.0,2025-02-02
Deepak Singh,6.6,1,2025-02-26,Pickleball Sports,Pre-Seed,Bangalore,0.11,9.0,2025-02-26
Viren Singhvi,6.6,1,2025-02-26,Pickleball Sports,Pre-Seed,Bangalore,0.11,9.0,2025-02-26
Arjun Vaidya,6.6,1,2025-02-26,Pickleball Sports,Pre-Seed,Bangalore,0.11,9.0,2025-02-26
Mohit Kumar,6.6,1,2025-02-26,Pickleball Sports,Pre-Seed,Bangalore,0.11,9.0,2025-02-26
Vatsal Singhal,6.6,1,2025-02-26,Pickleball Sports,Pre-Seed,Bangalore,0.11,9.0,2025-02-26
Kartik Kapoor,6.6,1,2025-02-26,Pickleball Sports,Pre-Seed,Bangalore,0.11,9.0,2025-02-26
Samved Ventures,6.58,1,2025-09-08,Ecommerce,Seed,Mumbai,1.0,1.0,2025-09-08
Sahyadri Farms,6.56,1,2025-09-02,Agritech,Pre-Seed,Mumbai,1.0,1.0,2025-09-02
Devanshu Dolat Desai,6.56,1,2020-05-11,Food,Series B,Delhi,0.25,4.0,2020-05-11
Aunknownnd M Khatau,6.56,1,2020-05-11,Food,Series B,Delhi,0.25,4.0,2020-05-11
Harpreet Singh Grover,6.56,3,2020-05-10,"Other, Consumer Internet","Seed, Pre-Seed","Gurgaon, Nan, Bangalore",0.23,5.0,2020-05-10
Debasish Priyadarshi Purohit,6.56,1,2020-05-11,Food,Series B,Delhi,0.25,4.0,2020-05-11
Kaushik Shanghvi,6.56,1,2020-05-11,Food,Series B,Delhi,0.25,4.0,2020-05-11
Jamwant Ventures,6.55,1,2025-10-01,Aerospace Maritime & Defense > Space,Seed,Nan,1.0,1.0,2025-10-01
Jay Srinivasan,6.52,1,2015-08-04,For Property Brokers,Seed,Mumbai,0.33,3.0,2015-08-04
Education Catalyst Fund,6.52,1,2020-04-19,Edtech,Pre-Series A,Chennai,1.0,1.0,2020-04-19
Ramesh Jogani,6.52,1,2015-08-04,For Property Brokers,Seed,Mumbai,0.33,3.0,2015-08-04
Shailesh Viswaunknownthan,6.52,1,2015-08-04,For Property Brokers,Seed,Mumbai,0.33,3.0,2015-08-04
Iim Udaipur Incubation Centre,6.5,1,2024-11-20,Legal Consultation,Unspecified Round,Gurgaon,0.25,4.0,2024-11-20
Shift Alt Cap,6.5,1,2024-11-20,Legal Consultation,Unspecified Round,Gurgaon,0.25,4.0,2024-11-20
Group Of Highunknownnetunknownworth Indian Investors,6.5,1,2025-04-15,Luxury Watch,Other,Surat,1.0,1.0,2025-04-15
Deepak Bhagunknownni Family Office,6.5,1,2025-05-05,Logistics,Seed,Gurgaon,1.0,1.0,2025-05-05
Factor[E] Ventures,6.5,1,2017-08-16,Technology,Seed,Gurgaon,1.0,1.0,2017-08-16
V Balakrishunknownn,6.45,2,2017-01-18,"Other, Consumer Internet","Other, Seed","Nan, Pune",0.39,2.67,2017-01-18
Singularity Holdings,6.44,1,2017-06-25,Consumer Internet,Seed,Mumbai,0.25,4.0,2017-06-25
Auxano Deals,6.41,1,2018-02-10,Edtech,Private Equity,Delhi,1.0,1.0,2018-02-10
Aloke Bajpai,6.39,1,2015-09-14,Multilingual Test Preparation,Private Equity,Gurgaon,0.2,5.0,2015-09-14
Tandem Capital,6.39,1,2015-09-14,Multilingual Test Preparation,Private Equity,Gurgaon,0.2,5.0,2015-09-14
Venkataraman Knk,6.37,1,2025-07-25,Healthcare,Pre-Series A,Bangalore,0.25,4.0,2025-07-25
Viunknownyender Tulla,6.37,1,2025-07-25,Healthcare,Pre-Series A,Bangalore,0.25,4.0,2025-07-25
Nita Roy,6.37,1,2025-07-25,Healthcare,Pre-Series A,Bangalore,0.25,4.0,2025-07-25
Equanimity Investments,6.35,1,2025-01-12,Spiritual & Devotion,Unspecified Round,Kolkata,1.0,1.0,2025-01-12
Idein Ventures,6.31,3,2020-01-03,"Consumer Internet, Ecommerce, Technology","Seed, Unknown","Bangalore, Jodhpur",0.88,1.25,2020-01-03
Surgeons,6.3,1,2024-12-11,Medical Devices,Pre-Series A,Bangalore,0.25,4.0,2024-12-11
And Bankers,6.3,1,2024-12-11,Medical Devices,Pre-Series A,Bangalore,0.25,4.0,2024-12-11
Medical Professiounknownls,6.3,1,2024-12-11,Medical Devices,Pre-Series A,Bangalore,0.25,4.0,2024-12-11
Existing Promoters,6.3,1,2024-12-11,Medical Devices,Pre-Series A,Bangalore,0.25,4.0,2024-12-11
Ovington Capital Partners,6.24,1,2025-07-28,Enterprise,Seed,Chennai,1.0,1.0,2025-07-28
Zaffiro Ventures,6.23,2,2016-07-15,"Technology, Consumer Internet",Seed,"Ahmedabad, Mumbai",0.75,1.5,2016-07-15
Sonu Nigam,6.22,1,2021-09-26,Music,Seed,Mumbai,0.5,2.0,2021-09-26
Seedstars Interunknowntiounknownl Ventures,6.22,1,2025-04-27,Construction,Pre-Seed,Gurgaon,0.5,2.0,2025-04-27
Fluent Ventures And Everywhere Ventures,6.22,1,2025-04-27,Construction,Pre-Seed,Gurgaon,0.5,2.0,2025-04-27
Massimo Vita,6.22,1,2022-02-13,Fintech,Unknown,Bangalore,0.5,2.0,2022-02-13
Udaya Kumar,6.22,1,2022-02-13,Fintech,Unknown,Bangalore,0.5,2.0,2022-02-13
\\Xc2\\Xa0 Gaunknownyantrika Systems,6.22,1,2016-01-11,Technology,Seed,Bangalore,0.5,2.0,2016-01-11
Raksul,6.22,1,2017-08-06,Consumer Internet,Seed,Chennai,0.33,3.0,2017-08-06
Somerset Indus Capital Ventures,6.22,1,2017-12-28,Healthcare,Other,Gurgaon,1.0,1.0,2017-12-28
Venture Nursery,6.22,1,2015-12-20,Ai,Private Equity,Mumbai,0.5,2.0,2015-12-20
Ashish Lakhanpal,6.22,1,2016-10-01,Technology,Private Equity,Bangalore,0.33,3.0,2016-10-01
Michael Herzig,6.22,1,2016-10-01,Technology,Private Equity,Bangalore,0.33,3.0,2016-10-01
Lalitesh Katragadda,6.22,1,2016-01-11,Technology,Seed,Bangalore,0.5,2.0,2016-01-11
Next Orbit Ventures Fund,6.22,1,2016-10-23,Technology,Private Equity,Mumbai,1.0,1.0,2016-10-23
Ankur Gupta,6.22,1,2016-01-10,Edtech,Seed,Delhi,1.0,1.0,2016-01-10
Capier Investments,6.22,1,2017-08-14,Technology,Seed,Mumbai,0.2,5.0,2017-08-14
Idal Health,6.22,1,2017-08-14,Technology,Seed,Mumbai,0.2,5.0,2017-08-14
Prolific Angel Investors,6.22,1,2020-12-13,Blockchain,Seed,Mumbai,1.0,1.0,2020-12-13
Deunknown,6.22,1,2017-08-06,Consumer Internet,Seed,Chennai,0.33,3.0,2017-08-06
Vcmint,6.21,1,2025-08-16,Enteprise,Unknown,Hyderabad,1.0,1.0,2025-08-16
Currae Healthtech Fund,6.18,1,2016-09-05,Technology,Private Equity,Pune,0.5,2.0,2016-09-05
Ian Angel Fund,6.15,2,2025-02-15,"Gaming Commerce, Medtech",Seed,"Gurgaon, Delhi",0.57,4.0,2025-02-15
Pallav Nadhani,6.14,3,2020-01-03,"Technology, Edtech, Consumer Internet","Seed, Unknown","Bangalore, Bhopal",0.24,7.0,2020-01-03
Emmanuel Suraj,6.1,1,2025-01-16,D2C Lingerie & Shapewear,Pre-Seed,Noida,0.2,5.0,2025-01-16
Angels Such As Nikita Gupta,6.1,1,2025-01-16,D2C Lingerie & Shapewear,Pre-Seed,Noida,0.2,5.0,2025-01-16
Rs Shanbag,6.1,1,2018-05-25,Ecommerce,Other,Bangalore,1.0,1.0,2018-05-25
Unknown Hni\\Xe2\\X80\\X99S,6.09,1,2017-08-15,Consumer Internet,Seed,Vadodara,1.0,1.0,2017-08-15
Rishi Vasudev,6.06,2,2018-07-24,"It, Workforce Management Software","Other, Seed","Gurgaon, Bangalore",0.27,4.0,2018-07-24
Znl,6.02,1,2021-12-23,Insurance,Pre-Series A,Delhi,0.5,2.0,2021-12-23
Piper Serica Vc,6.0,1,2024-08-18,Smart Mobility,Seed,Mumbai,1.0,1.0,2024-08-18
Revx,6.0,1,2025-04-02,Healthcare Fintech,Debt,Gurgaon,1.0,1.0,2025-04-02
Eureka Forbes Ltd,5.81,1,2016-10-07,Consumer Internet,Private Equity,Bangalore,0.25,4.0,2016-10-07
Indus Age Partners,5.81,1,2015-08-22,Crowd Funding,Seed,Mumbai,0.12,8.0,2015-08-22
Stacks Accelerator,5.81,1,2021-08-02,Fintech,Seed,Bangalore,0.25,4.0,2021-08-02
Icici Bank,5.81,1,2021-04-13,Rental,Pre-Series A,Gurgaon,0.5,2.0,2021-04-13
Sbx Capital,5.81,1,2021-08-02,Fintech,Seed,Bangalore,0.25,4.0,2021-08-02
Mytash,5.81,1,2022-01-26,Automotive,Unknown,Gurgaon,1.0,1.0,2022-01-26
India Internet Fund,5.81,1,2015-08-22,Crowd Funding,Seed,Mumbai,0.12,8.0,2015-08-22
Lc Nueva Aif,5.81,1,2021-10-12,Media,Seed,Bangalore,1.0,1.0,2021-10-12
Alphabit Fund,5.81,1,2021-08-02,Fintech,Seed,Bangalore,0.25,4.0,2021-08-02
Mulberry Silks,5.81,1,2021-12-06,Apparel & Fashion,Pre-Series A,Jaipur,0.5,2.0,2021-12-06
Sudhir Rao,5.81,1,2015-07-06,Crowd Funding,Seed,Mumbai,0.33,3.0,2015-07-06
Jai Kumar And Mohan Karuppiah,5.81,1,2022-11-22,Food &Beverages,Seed,Chennai,1.0,1.0,2022-11-22
Fulgur Ventures,5.81,1,2021-08-02,Fintech,Seed,Bangalore,0.25,4.0,2021-08-02
Pradyumunknown Dalmia,5.81,1,2015-07-06,Crowd Funding,Seed,Mumbai,0.33,3.0,2015-07-06
Asp Consulting,5.81,1,2015-10-20,Exclusive For Doctors & Healthcare Professionals,Seed,Pune,0.5,2.0,2015-10-20
Shapoorji Pallonji,5.81,1,2016-10-07,Consumer Internet,Private Equity,Bangalore,0.25,4.0,2016-10-07
Co. Ltd.,5.81,1,2016-10-07,Consumer Internet,Private Equity,Bangalore,0.25,4.0,2016-10-07
Aum Ventures And Venture Highway,5.81,1,2024-09-05,Robotech,Pre-Seed,Nan,1.0,1.0,2024-09-05
Fluid Ventures,5.81,1,2021-12-06,Apparel & Fashion,Pre-Series A,Jaipur,0.5,2.0,2021-12-06
Double Peak,5.81,1,2021-09-06,Blockchain,Seed,Chennai,0.17,6.0,2021-09-06
Mexc Global,5.81,1,2021-09-06,Blockchain,Seed,Chennai,0.17,6.0,2021-09-06
Safe Planet Medicare,5.81,1,2021-04-22,Helathcare,Seed,Bangalore,1.0,1.0,2021-04-22
Dinesh Godara,5.81,1,2021-10-16,Fintech,"Seed, Unknown",Delhi,0.42,2.5,2021-10-16
Xrm Media,5.81,1,2020-12-01,Marketing,Seed,Mumbai,0.5,2.0,2020-12-01
Rainbow Digital Services Pvt. Ltd,5.81,1,2017-05-04,Ecommerce,Private Equity,Gurgaon,0.5,2.0,2017-05-04
Kogta Fiunknownncial India Limited,5.81,1,2021-04-13,Rental,Pre-Series A,Gurgaon,0.5,2.0,2021-04-13
Atul Singh,5.81,1,2022-01-19,Food,Pre-Series A,Gurgaon,0.5,2.0,2022-01-19
Ilearnfiunknownnce Academy Pvt. Ltd.,5.81,1,2017-05-04,Ecommerce,Private Equity,Gurgaon,0.5,2.0,2017-05-04
﻿Titan Capital﻿,5.81,1,2021-11-05,Consumer Goods,Seed,Delhi,0.33,3.0,2021-11-05
Saama Capital﻿,5.81,1,2021-11-05,Consumer Goods,Seed,Delhi,0.33,3.0,2021-11-05
Rishab Malik,5.81,1,2022-01-19,Food,Pre-Series A,Gurgaon,0.5,2.0,2022-01-19
Kevin Lin,5.81,1,2020-12-01,Marketing,Seed,Mumbai,0.5,2.0,2020-12-01
Artha Venture,5.81,2,2020-10-26,"Food, Edtech",Seed,"Delhi, Mumbai",1.0,1.0,2020-10-26
Syunknownps,5.81,1,2021-09-06,Blockchain,Seed,Chennai,0.17,6.0,2021-09-06
Tmt Connekt,5.81,1,2021-04-21,Ecommerce,Pre-Series A,Hyderabad,0.5,2.0,2021-04-21
Genblock Capital,5.81,1,2021-09-06,Blockchain,Seed,Chennai,0.17,6.0,2021-09-06
Covalent,5.81,1,2021-09-06,Blockchain,Seed,Chennai,0.17,6.0,2021-09-06
Ledger Prime,5.81,1,2021-09-06,Blockchain,Seed,Chennai,0.17,6.0,2021-09-06
Z Nation Lab,5.74,1,2017-11-17,Technology,Other,Mumbai,1.0,1.0,2017-11-17
Insitor Partners,5.66,1,2020-01-25,Fintech,Debt,Delhi,0.5,2.0,2020-01-25
Accel Partners Rnt Associates,5.6,1,2016-08-12,Technology,Private Equity,Bangalore,0.33,3.0,2016-08-12
Yournest Venture Capital (Yournestunknownsanchiconnect Velocity Program 2024),5.6,1,2025-02-17,Iot & Ai Predictive Maintenance,Seed,Delhi,1.0,1.0,2025-02-17
Infocomm Investments,5.6,1,2016-08-12,Technology,Private Equity,Bangalore,0.33,3.0,2016-08-12
Vikas Agarwal,5.57,2,2025-05-19,"Korean Skin Clinic, Logistics","Pre-Seed, Seed","Gurgaon, Mumbai",0.62,2.5,2025-05-19
Risers Accelerators,5.56,1,2020-03-28,Media,Unknown,Nan,1.0,1.0,2020-03-28
Ideation Initiative Pvt. Ltd,5.56,1,2016-09-25,Edtech,Seed,Bangalore,0.5,2.0,2016-09-25
Careernet Consulting Pvt. Ltd,5.56,1,2016-09-25,Edtech,Seed,Bangalore,0.5,2.0,2016-09-25
Dr. Aniruddha Malpani,5.41,3,2017-11-11,"Smart Safety Wearable Devices, Consumer Internet, Technology","Seed, Other","Delhi, Pune, Mumbai",0.61,2.0,2017-11-11
Murugavel Jaunknownkiraman (Bharatmatrimony),5.4,1,2024-10-24,Traveltech,Seed,Delhi,0.25,4.0,2024-10-24
Dinesh Agarwal (Indiamart),5.4,1,2024-10-24,Traveltech,Seed,Delhi,0.25,4.0,2024-10-24
Chandru Badriunknownrayaunknownn,5.39,1,2015-08-13,Fund Raising For,Seed,Pune,0.5,2.0,2015-08-13
Kuunknownl Bajaj,5.39,1,2015-08-13,Fund Raising For,Seed,Pune,0.5,2.0,2015-08-13
Aabhas Khanunknown,5.35,1,2025-07-06,Ecommerce,Seed,Delhi,0.2,5.0,2025-07-06
Santosh Govindaraju,5.35,1,2025-07-06,Ecommerce,Seed,Delhi,0.2,5.0,2025-07-06
Raghav Singhal,5.35,1,2025-07-06,Ecommerce,Seed,Delhi,0.2,5.0,2025-07-06
Abhishek Chopra,5.35,1,2025-07-06,Ecommerce,Seed,Delhi,0.2,5.0,2025-07-06
Coleman,5.34,1,2025-06-02,Real Estate,Unknown,Chennai,0.33,3.0,2025-06-02
Atul Jalan,5.31,1,2015-10-05,Residential Rental Management,Seed,Bangalore,0.33,3.0,2015-10-05
Shrikanth,5.31,1,2015-10-05,Residential Rental Management,Seed,Bangalore,0.33,3.0,2015-10-05
Bharath,5.31,1,2015-10-05,Residential Rental Management,Seed,Bangalore,0.33,3.0,2015-10-05
O2 Angels,5.3,1,2025-07-09,Advanced Hardware & Technology,Pre-Series A,Chennai,1.0,1.0,2025-07-09
Swastika Company Ltd,5.24,3,2016-08-27,"Consumer Internet, Technology",Seed,"Pune, Noida, Gurgaon",0.72,2.67,2016-08-27
Mike Shah,5.19,1,2015-05-20,Customer Engagement,Seed,Bangalore,0.25,4.0,2015-05-20
Anoop Goyal,5.19,1,2015-05-20,Customer Engagement,Seed,Bangalore,0.25,4.0,2015-05-20
Va Sastry,5.19,1,2015-05-20,Customer Engagement,Seed,Bangalore,0.25,4.0,2015-05-20
Arun Malhotra,5.15,1,2017-04-16,Consumer Internet,Seed,Delhi,0.25,4.0,2017-04-16
Gaurav Kachru,5.15,1,2017-04-16,Consumer Internet,Seed,Delhi,0.25,4.0,2017-04-16
Sundeep Singh Sahni,5.15,1,2017-04-16,Consumer Internet,Seed,Delhi,0.25,4.0,2017-04-16
Jatin Aneja,5.15,1,2017-04-16,Consumer Internet,Seed,Delhi,0.25,4.0,2017-04-16
Ajvc,5.15,3,2025-10-24,"Consumer, Media & Entertainment > Internet First Media, Ecommerce","Unknown, Seed, Pre-Seed","Delhi, Jaipur",1.0,1.0,2025-10-24
Purvi Ventures,5.06,2,2016-06-15,Consumer Internet,Seed,"Gurgaon, Bangalore",0.42,2.5,2016-06-15
Deepank Kumar,5.0,1,2025-01-27,Deep,Seed,Bhubaneswar,0.2,5.0,2025-01-27
Samir Kalia,5.0,1,2025-01-27,Deep,Seed,Bhubaneswar,0.2,5.0,2025-01-27
Info Edge Ventures And Better Capital,5.0,1,2025-05-15,Community,Seed,Gurgaon,1.0,1.0,2025-05-15
Vistra Itcl India,5.0,1,2020-08-02,Ecommerce,Unknown,Delhi,0.5,2.0,2020-08-02
Al Falaj Commercial Investment Co,5.0,1,2020-08-02,Ecommerce,Unknown,Delhi,0.5,2.0,2020-08-02
Seafund,5.0,1,2025-01-04,Healthcare,Unspecified Round,Noida,0.5,2.0,2025-01-04
Artha Venture Fund And Pil Italica Lifestyle Limited,5.0,1,2024-12-20,Retail,Seed,Mumbai,1.0,1.0,2024-12-20
Nitin Zamre,5.0,1,2025-01-27,Deep,Seed,Bhubaneswar,0.2,5.0,2025-01-27
Manit Gupta,5.0,1,2025-06-15,Decentralized Finance Defi,Pre-Seed,Gurgaon,1.0,1.0,2025-06-15
Manish Mardia,4.98,1,2021-07-16,Food,Unknown,Chennai,0.33,3.0,2021-07-16
Gabriel Investments,4.98,1,2015-12-21,Test Automation Saas,Seed,Hyderabad,0.5,2.0,2015-12-21
Pravin Jadhav,4.98,1,2021-06-18,Fintech,Seed,Delhi,0.5,2.0,2021-06-18
Subramanian Ramadorai,4.98,1,2016-08-21,Ecommerce,Seed,Delhi,0.17,6.0,2016-08-21
World Startup Factory,4.98,1,2021-05-15,Biotechnology,Unknown,Delhi,0.5,2.0,2021-05-15
Anuj Srivastava,4.98,2,2016-03-18,"Online Products Discovery, Healthcare",Seed,"Gurgaon, Bangalore",0.33,4.0,2016-03-18
Anup Kumar Yama,4.98,1,2021-06-13,Recruitment,Unknown,Hyderabad,1.0,1.0,2021-06-13
Rebel Foods,4.98,1,2020-12-27,Food,Unknown,Belgaum,1.0,1.0,2020-12-27
Sunil Sethia,4.98,1,2021-07-16,Food,Unknown,Chennai,0.33,3.0,2021-07-16
Harsha Bhogle,4.98,1,2021-04-09,Fantasy Sports,Unknown,Gurgaon,1.0,1.0,2021-04-09
Ravi Nigam,4.98,1,2016-08-21,Ecommerce,Seed,Delhi,0.17,6.0,2016-08-21
Gordon And Betty Moore Foundation,4.98,1,2015-11-05,Numerical Computing & Data Science,Seed,Bangalore,1.0,1.0,2015-11-05
Ritu Kapur,4.98,1,2015-09-28,Community Driven News/Views,Seed,Delhi,0.5,2.0,2015-09-28
Icici Bank.,4.98,1,2020-12-07,Edtech,Pre-Series A,Hyderabad,1.0,1.0,2020-12-07
Noshir Kaka,4.98,1,2016-08-21,Ecommerce,Seed,Delhi,0.17,6.0,2016-08-21
Lensbridge Capital,4.98,1,2015-11-02,Branded Food Products Online Sales,Private Equity,Bangalore,0.33,3.0,2015-11-02
Krishunknown Kumar,4.98,1,2021-09-06,Fintech,Pre-Seed,Bangalore,0.5,2.0,2021-09-06
Deepak Anchala,4.98,1,2024-08-16,B2B Sales,Pre-Seed,Bangalore,0.17,6.0,2024-08-16
High Networth Individuals (No Details),4.98,1,2015-09-07,Online Food Ordering & Delivery,Seed,Gurgaon,1.0,1.0,2015-09-07
Startup Basket.,4.98,1,2020-10-18,Healthcare,Seed,Bangalore,1.0,1.0,2020-10-18
Abiunknownshowatech (India) Ltd,4.98,1,2017-07-02,Technology,Seed,Bangalore,1.0,1.0,2017-07-02
Viral Bajaria,4.98,1,2024-08-16,B2B Sales,Pre-Seed,Bangalore,0.17,6.0,2024-08-16
Rushikesh Bhandari,4.98,1,2024-08-06,Dronetech,Seed,Nashik,0.25,4.0,2024-08-06
2 Am Vc,4.98,1,2022-01-23,Information Technology &,Unknown,Delhi,0.5,2.0,2022-01-23
Al Nour Interunknowntiounknownl Holdings And Mark V Investments,4.98,1,2019-02-03,Nanotechnology,Series A,Delhi,0.25,4.0,2019-02-03
Mape Advisory Group,4.98,1,2015-11-02,Branded Food Products Online Sales,Private Equity,Bangalore,0.33,3.0,2015-11-02
Pontaq Vc,4.98,1,2024-08-06,Dronetech,Seed,Nashik,0.25,4.0,2024-08-06
Aunknownnta Bizcon Llp,4.98,1,2024-08-06,Dronetech,Seed,Nashik,0.25,4.0,2024-08-06
Vetri Vellore,4.98,1,2024-08-16,B2B Sales,Pre-Seed,Bangalore,0.17,6.0,2024-08-16
Kiran Deshpande,4.98,1,2016-08-21,Ecommerce,Seed,Delhi,0.17,6.0,2016-08-21
Enture Catalyst,4.98,1,2021-10-26,Translation & Localization,Seed,Noida,0.5,2.0,2021-10-26
Silver Lake,4.97,2,2020-10-10,"Multinational Conglomerate, Retail",Unknown,Mumbai,0.38,3.0,2020-10-10
Momentum Capital,4.96,1,2025-09-24,Clean,Unknown,Bangalore,1.0,1.0,2025-09-24
Shanti Mohan,4.94,1,2016-07-18,Logistics,Seed,Mumbai,0.17,6.0,2016-07-18
Suramya Gupta,4.94,1,2016-07-18,Logistics,Seed,Mumbai,0.17,6.0,2016-07-18
Abhishek Agarwal,4.94,1,2016-07-18,Logistics,Seed,Mumbai,0.17,6.0,2016-07-18
Krishunknownkumar Nataraj,4.94,1,2016-07-18,Logistics,Seed,Mumbai,0.17,6.0,2016-07-18
Sarthak And Nihit Agarwal,4.94,1,2016-07-18,Logistics,Seed,Mumbai,0.17,6.0,2016-07-18
Mubadala Investment Company,4.82,1,2020-10-10,Retail,Unknown,Mumbai,0.5,2.0,2020-10-10
Amit Singal,4.78,3,2021-06-26,"Healthcare, Consulting, Fintech","Seed, Other","Jaipur, Delhi, Noida",0.42,2.67,2021-06-26
Arun Garg,4.73,1,2017-11-01,Fintech,Seed,Delhi,0.33,3.0,2017-11-01
Manish Poddar,4.73,1,2017-11-01,Fintech,Seed,Delhi,0.33,3.0,2017-11-01
Apoorva Sharma,4.73,1,2021-10-28,Textiles,Seed,Mumbai,0.33,3.0,2021-10-28
Parmeshwar Sharma,4.73,1,2017-11-01,Fintech,Seed,Delhi,0.33,3.0,2017-11-01
Kaynes Technology),4.7,1,2025-09-14,Ecommerce,Seed,Bangalore,0.5,2.0,2025-09-14
Ramesh Kanunknownn (Md,4.7,1,2025-09-14,Ecommerce,Seed,Bangalore,0.5,2.0,2025-09-14
Inmobi,4.69,2,2024-09-23,"Technology, Non Profit Organization To Alleviate Poverty","Angel, Seed","Nan, Bangalore",0.29,3.5,2024-09-23
Pras Hanuma,4.65,1,2020-12-14,Edtech,Seed,Bangalore,0.25,4.0,2020-12-14
And Gsf Accelerator.,4.65,1,2020-12-14,Edtech,Seed,Bangalore,0.25,4.0,2020-12-14
Nirupa Shankar,4.57,1,2016-04-15,Food,Seed,Bangalore,0.2,5.0,2016-04-15
Hunch Ventures,4.57,1,2017-10-21,Consumer Internet,Seed,Gurgaon,0.2,5.0,2017-10-21
Rajiv Nayan,4.57,1,2015-05-04,Workforce Management Software,Seed,Bangalore,0.33,3.0,2015-05-04
