Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Month_Num,Date
luma fertility,Healthcare,Mumbai,33.2,Seed,"Peak Xv, Ameera Shah, Vijay Taparia",2025,July,7,2025-07-01
gobblecube,AI,Gurgaon,29.05,Pre-Series A,"Infoedge Ventures, Kae Capital",2025,July,7,2025-07-01
loopworm,Healthcare,Bangalore,27.39,Pre-Series A,"Waterbridge Ventures, Enrission India Capital",2025,July,7,2025-07-01
cimware,Advanced Hardware & Technology,Bangalore,19.09,Pre-Series A,Transition Vc,2025,July,7,2025-07-01
sthyr energy,Cleantech,Chennai,8.3,Seed,"Speciale Invest, Antares Ventures",2025,July,7,2025-07-01
astrophel aerospace,Advanced Hardware & Technology,Pune,6.64,Pre-Seed,Unknown,2025,July,7,2025-07-01
lamark biotech,Healthcare,Bangalore,6.37,Pre-Series A,"Ian Alpha Fund, Viunknownyender Tulla, Nita Roy, Venkataraman Knk",2025,July,7,2025-07-01
fitfeast,Ecommerce,Delhi,5.35,Seed,"Inflection Point Ventures, Raghav Singhal, Santosh Govindaraju, Abhishek Chopra, Aabhas Khanunknown",2025,July,7,2025-07-01
garaaz,Enteprise,Jaipur,4.41,Seed,Gvfl,2025,July,7,2025-07-01
fes cafe,Food,Gurgaon,2.91,Seed,Wolfpack Labs,2025,July,7,2025-07-01
ajnalens,Advanced Hardware & Technology,Thane,2.9133,Unknown,Lenskart,2025,July,7,2025-07-01
raphe mphibr,Advanced Hardware & Technology,Noida,830.0,Unknown,"General Catalyst, Think Investments, Amal Parikh",2025,June,6,2025-06-01
giva,Ecommerce,Bangalore,514.6,Unknown,"Creaegis, Premji Invest, Epiq Capital, Edelweiss Discovery Fund",2025,June,6,2025-06-01
eka mobility,Cleantech,Pune,190.9,Unknown,Eunknownm Holdings,2025,June,6,2025-06-01
shopos,AI,Ahmedabad,166.0,Seed,3State Ventures,2025,June,6,2025-06-01
gokwik,Fintech,Delhi,107.9,Unknown,"Rtp Global, Z47, Peak Xv Partners, Think Investments",2025,June,6,2025-06-01
sahi,Fintech,Mumbai,87.15,Series A,"Accel, Elevation Capital",2025,June,6,2025-06-01
fabheads,Advanced Hardware & Technology,Chennai,83.0,Series A,"Accel, Trifecta Capital",2025,June,6,2025-06-01
kazam,Cleantech,Bangalore,51.46,Series B,"Interunknowntiounknownl Fiunknownnce Corporation, Vertex Ventures Sea, India, Avaaunknown Capital",2025,June,6,2025-06-01
flipspaces,Real Estate,Mumbai,48.97,Unknown,Asiaunknown Fund,2025,June,6,2025-06-01
stayvista,Travel,Mumbai,41.5,Series B,"Jsw Ventures, Dsg Consumer Partners, Capri Global Family Office",2025,June,6,2025-06-01
rabitat,Ecommerce,Delhi,38.18,Series A,"Rpsg Capital, Dsg Consumer Partners, Capital A, Accurize Syndicate, Flair Writing Family Office, Eagle Venture Fund, Ag Ventures, Vedang Patel, Harsh Lal, Rohin Samtaney, Ramakant Sharma, Sourabh Jain, Ankit Nagori",2025,June,6,2025-06-01
zilo,Consumer,Mumbai,37.35,Seed,"Info Edge Ventures, Chiratae Ventures",2025,June,6,2025-06-01
evera cabs,Travel,Delhi,33.2,Debt,Mufin Green Fiunknownnce,2025,June,6,2025-06-01
coratia,Advanced Hardware & Technology,Rourkela,16.6,Pre-Series A,Mgfunknownkavachh,2025,June,6,2025-06-01
fantail,Enterprise,Surat,13.28,Seed,"Riverwalk Holdings, Incubate Fund Asia, All In Capital",2025,June,6,2025-06-01
armory,Advanced Hardware & Technology,Gurgaon,12.45,Unknown,"Growx Ventures, Industrial 47, Antler, Ac Ventures, Dexter Ventures",2025,June,6,2025-06-01
jobizo,Enterprise,Gurgaon,11.62,Pre-Series A,"Inflection Point Ventures, Alkemi Ventures",2025,June,6,2025-06-01
skippi,Ecommerce,Hyderabad,11.62,Pre-Series A,Unknown,2025,June,6,2025-06-01
auraml,AI,Bangalore,8.3,Pre-Seed,"Turbostart, Devc, Gsf Accelerator, Indian Angel Network",2025,June,6,2025-06-01
innovodigm,Healthcare,Kolkata,5.34,Seed,Ian Group,2025,June,6,2025-06-01
truliv,Real Estate,Chennai,5.3369,Unknown,"Bennett, Coleman, Co",2025,June,6,2025-06-01
wiom,Consumer / Enterprise,Delhi,290.5,Unknown,"Bertelsmann India Investments, Accel, Prosus, Promaft Partners, Rtp Global",2025,June,6,2025-06-01
pop,Fintech,Bangalore,249.0,Unknown,Razorpay,2025,June,6,2025-06-01
oben electric,Cleantech,Bangalore,95.45,Series A,"Helios Holdings, Sharda Family Office, Kay Family",2025,June,6,2025-06-01
techfino,Fintech,Bangalore,62.25,Unknown,"Stellaris Venture Partners, Saison Capital",2025,June,6,2025-06-01
saswat finance,Fintech,Mumbai,21.58,Pre-Series A,"Ankur Capital, Incubate Fund Asia",2025,June,6,2025-06-01
illumine,Enterprise,Chennai,20.75,Seed,Prime Venture Partners,2025,June,6,2025-06-01
darwix ai,AI,Gurgaon,12.45,Unknown,"Rebalance, Ipv, Jito Incubation And Innovation Foundation, Growth Sense, Growth91, Ankit Nagori, Sanjay Suri, Amit Lakhotia, Mekin Maheshwari",2025,June,6,2025-06-01
7 ring,Ecommerce,Mumbai,3.83,Pre-Series A,"Venture Catalysts, Anchorage Capital Partners, Sheth Family Office",2025,June,6,2025-06-01
nuvie,Ecommerce,Bangalore,3.73,Pre-Seed,Pedalstart,2025,June,6,2025-06-01
xportel,Logistics,Delhi,3.735,Seed,"Rukam Sitara, Flipkart Ventures",2025,June,6,2025-06-01
decentro,Fintech,Bangalore,30.0,Series B,Infoedge Ventures,2025,June,6,2025-06-01
sanlayan,Defence Electronics,Bangalore,186.0,Series A,"Gemba Capital, Singularity Ventures, And Shastra Vc",2025,June,6,2025-06-01
roomstoryai,AI,Gurgaon,3.0,Pre-Seed,Rukam Sitara Fund,2025,June,6,2025-06-01
vecmocon,Deeptech,Delhi,149.4,Series A,Eif,2025,June,6,2025-06-01
cred,Fintech,Bangalore,617.0,Other,Gic’S Lathe Investment,2025,June,6,2025-06-01
flick tv,Ott,Noida,19.09,Seed,Stellaris Venture Partners,2025,June,6,2025-06-01
kazam,Electric Mobility,Bangalore,49.8,Series B,Vertex Ventures,2025,June,6,2025-06-01
wow momo,Qsr,Kolkata,85.0,Debt,Stride Ventures,2025,June,6,2025-06-01
powerup money,Fintech,Bangalore,58.93,Seed,Accel,2025,June,6,2025-06-01
flexiloans,Fintech,Mumbai,375.0,Series C,Bii,2025,June,6,2025-06-01
garuda aerospace,Drone,Chennai,8.3,Unspecified Round,Narotam Sekhsaria Family Office,2025,June,6,2025-06-01
piston,Digital Payment,Chennai,50.63,Seed,"Spark Capital, Pear Vc And Bond",2025,June,6,2025-06-01
leumas,Deeptech,Bangalore,18.26,Seed,Capital 2B,2025,June,6,2025-06-01
machaxi,Sportstech,Bangalore,12.45,Unspecified Round,"Rainmatter, Prakash Padukone",2025,June,6,2025-06-01
knest,Constructiontech,Pune,300.0,Unspecified Round,Lighthouse,2025,June,6,2025-06-01
metashot,Gaming,Bangalore,2.0,Other,Karunknowntaka Govt’S Venture Fund,2025,June,6,2025-06-01
repello ai,AI,Bangalore,9.96,Seed,Venture Highway,2025,June,6,2025-06-01
giva,D2C Jewellery,Bangalore,450.0,Series C,Creaegis,2025,June,6,2025-06-01
kisah,Mens Ethnicwear,Kolkata,13.0,Unspecified Round,Wow Momo,2025,June,6,2025-06-01
iom bioworks,Deep Science,Bangalore,4.0,Seed,Inflection Point Ventures,2025,June,6,2025-06-01
plutope,Decentralized Finance Defi,Gurgaon,5.0,Pre-Seed,Manit Gupta,2025,June,6,2025-06-01
spinny,Used Car,Gurgaon,249.0,Series F,Westbridge Capital,2025,June,6,2025-06-01
qubeats,Quantum Computing,Telangana,24.15,Other,Corporate: Idex,2025,June,6,2025-06-01
nxt meal,Food,Karnataka,6.22,Seed,Unknown,2025,June,6,2025-06-01
the tarzan way,Online Travel,Delhi,1.93,Seed,Inflection Point Ventures,2025,June,6,2025-06-01
loantap,Alternative Lending,Maharashtra,52.21,Series B,July Ventures,2025,June,6,2025-06-01
loantap,Alternative Lending,Maharashtra,19.34,Venture Debt,Unknown,2025,June,6,2025-06-01
plush,Personal Care Products,Tamil Nadu,38.68,Series B,Blume Ventures,2025,June,6,2025-06-01
naagin sauce,Food,Maharashtra,17.43,Seed,8I Ventures,2025,June,6,2025-06-01
khari foods,Online Grocery,Delhi,2.9,Seed,Meri Punji,2025,June,6,2025-06-01
stride green,Green Sme Loans,Haryana,29.05,Seed,"Micelio Tech Fund, Incubate Fund India",2025,June,6,2025-06-01
handpickd,Online Grocery,Delhi,21.0,Seed,"Genesia Ventures, Beenext",2025,June,6,2025-06-01
gully labs,Fashion,Uttar Pradesh,1.07,Venture Debt,Stride Ventures,2025,June,6,2025-06-01
manipal,Education Healthcare,Karnataka,4980.0,Debt,Kkr,2025,June,6,2025-06-01
gyandhan,Higher Education,Delhi,48.55,Series A,"Pravega Ventures, Gray Matters Capital",2025,June,6,2025-06-01
shapoorji pallonji,Real Estate,Maharashtra,622.5,Debt,"Synergy, Cerberus Capital Maunknowngement",2025,June,6,2025-06-01
udaan,B2B Ecommerce,Karnataka,946.2,Series G,"M, G, Sameunknown Capital",2025,June,6,2025-06-01
pepperfry,Home Improvements,Maharashtra,42.0,Series F,Norwest Venture Partners,2025,June,6,2025-06-01
spense,Investment,Karnataka,15.36,Seed,Growthcap Ventures,2025,June,6,2025-06-01
samunnati,Agritech,Tamil Nadu,48.47,Debt,Elevar Equity,2025,June,6,2025-06-01
samunnati,Agritech,Tamil Nadu,50.0,Strategic Investment,Unknown,2025,June,6,2025-06-01
farmako,Healthcare,Uttarakhand,50.0,Seed,"Genesia Ventures, Y Combiunknowntor",2025,June,6,2025-06-01
snitch,D2C Menswear,Nan,332.0,Other,"360 One Asset, Ivycap, Swc Global, Ravi Modi Office",2025,June,6,2025-06-01
stable money,Fintech,Nan,166.0,Series A,"Fundamentum, Aditya Birla Ventures, Lightspeed",2025,June,6,2025-06-01
decentro,Fintech,Nan,30.0,Series B,"Infoedge Ventures, Y Combiunknowntor",2025,June,6,2025-06-01
biopeak,Wellness & Longevity,Nan,24.9,Seed,"Claypond Capital, Rainmatter",2025,June,6,2025-06-01
kosmc ai,Socialcommerce Infrastructure,Nan,24.9,Pre-Seed,Unknown,2025,June,6,2025-06-01
atlanture sports,Sports & Media,Nan,21.0,Strategic Investment,Rannvijay Singha,2025,June,6,2025-06-01
true diamond,Labgrown Diamond Jewellery,Nan,26.0,Pre-Series A,Unknown,2025,June,6,2025-06-01
upurfit,Sports Wellness,Nan,26.0,Strategic Investment,Jonty Rhodes (Angel Investor),2025,June,6,2025-06-01
stable money,Fintech,Bangalore,166.0,Series B,The Fundamentum Partnership Fund,2025,May,5,2025-05-01
mufin green,Ev Financier,Delhi,149.4,Debt,Usunknownbased Institution,2025,May,5,2025-05-01
slikk,Fashion Delivery,Bangalore,83.0,Series A,Nexus Venture Partners,2025,May,5,2025-05-01
citykart,Value Fashion Retailer,Gurgaon,538.0,Series B,"Tpg Newquest, A91",2025,May,5,2025-05-01
eume,Premium Travel Luggage,Mumbai,25.0,Series A,Ashish Kacholia,2025,May,5,2025-05-01
fleetxio,SaaS,Gurgaon,113.0,Series C,Indiamart Intermesh And Beenext’S Accelerate Fund,2025,May,5,2025-05-01
frinks ai,Manufacturing Ai,Bangalore,44.82,Pre-Series A,Prime Ventures Partners,2025,May,5,2025-05-01
contineu,Deeptech,Us,9.96,Seed,Senseai Ventures,2025,May,5,2025-05-01
orbitt space,Spacetech,Ahmedabad,8.3,Pre-Seed,"Pi Ventures, Iima Ventures",2025,May,5,2025-05-01
myntra,Fashion Ecommerce,Bangalore,1029.2,Unknown,Fk Myntra Holdings,2025,May,5,2025-05-01
growit,Agritech,Surat,24.9,Series A,Gvfl,2025,May,5,2025-05-01
saarathi finance,Fintech,Mumbai,475.0,Unspecified Round,Equity Capital,2025,May,5,2025-05-01
ilios 72 alternative capital,Wealth Management,Gurgaon,1.0,Seed,Group Of Family Offices,2025,May,5,2025-05-01
snabbit,Quick,Mumbai,157.7,Series B,Lightspeed,2025,May,5,2025-05-01
simply nam,Beauty,Mumbai,157.7,Unknown,Bhaane Group,2025,May,5,2025-05-01
cleevo,Home Hygiene,Nashik,8.3,Seed,Eterunknownl Capital,2025,May,5,2025-05-01
ziniosa,Luxury Fashion,Bangalore,8.3,Unknown,Inflection Point Ventures (Ipv),2025,May,5,2025-05-01
khiladipro,Sporttech,Bangalore,8.3,Pre-Seed,Shastra Vc And,2025,May,5,2025-05-01
snitch,Fashion,Bangalore,280.0,Series B,360 Asset Maunknowngement Fund,2025,May,5,2025-05-01
unbound,Enterprise Ai Security And Governance,Pune,33.2,Seed,Race Capital,2025,May,5,2025-05-01
battery smart,Battery Swapping,Delhi,240.7,Series B,Rising Tide Energy,2025,May,5,2025-05-01
euler motors,Ev,Delhi,638.0,Series D,Hero Motocorp,2025,May,5,2025-05-01
cloudsek,Cybersecurity,Bangalore,157.7,Other,Teunknowncity Ventures And Commvault,2025,May,5,2025-05-01
curebay,Healthcare,Bhubaneswar,174.3,Series B,Series B,2025,May,5,2025-05-01
miraggio,Fashion,Gurgaon,53.95,Other,Rpsg Capital Ventures,2025,May,5,2025-05-01
tan90,Deeptech,Chennai,20.0,Series A,Nabventures,2025,May,5,2025-05-01
misfits,Community,Gurgaon,5.0,Seed,Info Edge Ventures And Better Capital,2025,May,5,2025-05-01
mythik,Media Technology,Mumbai,124.5,Seed,Sakal Media Group,2025,May,5,2025-05-01
biostate ai,Biotech,Us,99.6,Series A,Accel,2025,May,5,2025-05-01
data sutram,Fintech,Mumbai,74.7,Series A,"B Capital, Lightspeed",2025,May,5,2025-05-01
zoca,Agentic Ai,Gurgaon,49.8,Unspecified Round,Accel,2025,May,5,2025-05-01
promethean energy,Cleantech,Mumbai,16.6,Pre-Series A,Transition Vc,2025,May,5,2025-05-01
shuru,Social Media,Gurgaon,16.6,Series A,Krafton India,2025,May,5,2025-05-01
alt carbon,Deeptech,Kolkata,99.6,Seed,Lachy Groom,2025,May,5,2025-05-01
blackcarrot,D2C Dinnerware,Mumbai,99.6,Pre-Seed,Venture Catalysts,2025,May,5,2025-05-01
openfx,Fx Infrastructure,Us,190.9,Seed,Accel,2025,May,5,2025-05-01
kskt,Agritech,Gurgaon,10.79,Other,Keiretsu Forum And Favcy’S 1Stcheque Angel Network,2025,May,5,2025-05-01
farmley,Snacking,Noida,332.0,Series C,L Catterton,2025,May,5,2025-05-01
avammune therapeutics,Healthcare,Bangalore,99.6,Series A,Capital 2B,2025,May,5,2025-05-01
celebal tech,It,Jaipur,124.5,Series B,"Incred Growth Partners Fundunknowni And Norwest Capital, Llc",2025,May,5,2025-05-01
citrus freight,Shipping,Bangalore,2.5,Bridge,"Caret Capital, Indigram Labs Foundation",2025,May,5,2025-05-01
m1xchange,Supply Financing,Gurgaon,83.0,Other,Filter Capital,2025,May,5,2025-05-01
hyperbots,AI,Mumbai,53.95,Seed,Arkam Ventures And Athera Venture Partners,2025,May,5,2025-05-01
biryani blues,Qsr,Gurgaon,41.5,Other,Yugadi Capital,2025,May,5,2025-05-01
be clinical,Skincare,Mumbai,2.0,Seed,Titan Capital,2025,May,5,2025-05-01
jsw one,B2B Ecommerce,Mumbai,340.0,Unknown,"Principal Asset Maunknowngement, Oneup, Jsw Steel",2025,May,5,2025-05-01
tiea connectors,B2B Esdm Electronic System Design And Manufacturing,Bangalore,22.0,Unspecified Round,Jamwant Ventures And Valour Capital,2025,May,5,2025-05-01
flam,Mixed Reality Content,Bangalore,116.2,Series A,Rtp Global,2025,May,5,2025-05-01
adopt ai,Agentic Ai,Bangalore,49.8,Seed,Elevation Capital,2025,May,5,2025-05-01
reelsaga,Mobilefirst Entertainment,Mumbai,17.43,Other,Picus Capital,2025,May,5,2025-05-01
bluestone,Omnichannel Jewellery,Bangalore,40.0,Debt,Blacksoil And Caspian Impact Investments,2025,May,5,2025-05-01
vflowtech,Vanadium Redox Flow Battery,Kolkata,170.15,Unspecified Round,Granite Asia,2025,May,5,2025-05-01
contravault ai,Tender And Rfp Management,Delhi,5.1,Seed,Titan Capital,2025,May,5,2025-05-01
third bracket,Hiring,Bangalore,5.0,Seed,Hnis,2025,May,5,2025-05-01
luzo,For Salons Spas And Wellness Clinics,Mumbai,4.57,Seed,Enrission India Capital,2025,May,5,2025-05-01
complement1,Healthcare,Us,132.8,Seed,Owl Ventures And Blume Ventures,2025,May,5,2025-05-01
hocco,Ice Cream,Ahmedabad,83.0,Series B,Chounknown Family Office And Sauce.Vc,2025,May,5,2025-05-01
naptapgo,Pod Hotel,Noida,2.0,Pre-Seed,Ipv,2025,May,5,2025-05-01
medvital,Medtech,Delhi,8.4,Pre-Seed,4Point0 Health Ventures,2025,May,5,2025-05-01
1india family mart,Value Retail,Delhi,99.6,Series D,Gulf Islamic Investments,2025,May,5,2025-05-01
zenergize,Ev,Gurgaon,16.6,Seed,"Mohit Tandon, Himanshu Aggarwal",2025,May,5,2025-05-01
nobel hygiene,Disposable Hygiene,Mumbai,166.0,Unspecified Round,Neo Asset Maunknowngement,2025,May,5,2025-05-01
fyn mobility,Evaas,Chennai,20.75,Unspecified Round,"Vijay Kedia, Lloyd Balajadia, Rahul Bothra",2025,May,5,2025-05-01
volt14,Battery,Bangalore,15.52,Pre-Series A,Blume Ventures,2025,May,5,2025-05-01
store my goods,Storage,Noida,4.0,Growth,Jito Incubation And Innovation Foundation (Jiif) And Family Offices,2025,May,5,2025-05-01
alt drx,Digital Real Estate,Bangalore,23.0,Unspecified Round,Qatar Development Bank,2025,May,5,2025-05-01
lifechart,Gut Wellness,Gurgaon,2.99,Seed,"Prajay Advisors, Prakash Mody, And Jayendra Shah",2025,May,5,2025-05-01
celcius logistics,Cold Aggregator,Mumbai,250.0,Series B,"Eurazeo, Omnivore",2025,May,5,2025-05-01
91trucks,Commercial Vehicle,Delhi,43.0,Unspecified Round,Arkam Ventures,2025,May,5,2025-05-01
troovy,Kidsfocused Nutrition Food,Gurgaon,20.0,Pre-Series A,Fireside Ventures,2025,May,5,2025-05-01
nawgati,Fuel Aggregator,Noida,20.75,Pre-Series A,Ajay Upadhyaya,2025,May,5,2025-05-01
korinmi,Korean Skin Clinic,Gurgaon,3.0,Pre-Seed,Vikas Agarwal,2025,May,5,2025-05-01
the good bug,Gut Healthfocused,Mumbai,100.0,Series B,Susquehanunknown Asia,2025,May,5,2025-05-01
inspecity,Spacetech,Mumbai,46.48,Seed,Lucky Investment Maunknowngers,2025,May,5,2025-05-01
insurance samadhan,Insurance,Noida,8.5,Strategic Investment,Innovito Ventures,2025,May,5,2025-05-01
flipspaces,Interior Design And Contracting,Mumbai,290.5,Series C,Iron Pillar,2025,May,5,2025-05-01
routematic,Transportasaservice,Bangalore,332.0,Series C,Fullerton Carbon Action Fund And Shift4Good,2025,May,5,2025-05-01
shiplog,Logistics,Gurgaon,6.5,Seed,Deepak Bhagunknownni Family Office,2025,May,5,2025-05-01
blissclub,Womenfocused Directtoconsumer,Bangalore,33.0,Other,Elevation Capital,2025,May,5,2025-05-01
posha,Kitchen Robotics,Posha,66.4,Series A,Accel,2025,May,5,2025-05-01
pb healthcare,Healthcare,Gurgaon,1809.4,Equity,"General Catalyst, Pb Fintech",2025,May,5,2025-05-01
vaya,AI,Delhi,12.45,Unspecified Round,"Accel, Arkam Ventures",2025,May,5,2025-05-01
high time foods,Food,Bangalore,9.96,Unspecified Round,Avaaunknown Capital,2025,May,5,2025-05-01
zebu,Defense,Hyderabad,8.3,Pre-Series A,Bluehill Vc,2025,May,5,2025-05-01
feline spirits,Craft Alcoholic Beverage,Delhi,5.2,Pre-Series A,Ipv,2025,May,5,2025-05-01
gotrust,Privacy Compliance,Noida,3.32,Pre-Seed,Aevitas Capital,2025,May,5,2025-05-01
footprints preschool daycare,Early Childhood Education And Daycare,Noida,62.25,Series A,Tanglin,2025,May,5,2025-05-01
porter,Logistics,Bangalore,1660.0,Series F,Kedaara Capital And Wellington Maunknowngement,2025,May,5,2025-05-01
uni seoul,Lifestyle,Pune,5.0,Seed,Sauce Vc,2025,April,4,2025-04-01
malaki,Beverage,Mumbai,5.7,Seed,Venture Catalysts,2025,April,4,2025-04-01
carefi,Healthcare Fintech,Gurgaon,6.0,Debt,Revx,2025,April,4,2025-04-01
metafin,Fintech,Mumbai,83.0,Series A,Vertex Ventures Seai,2025,April,4,2025-04-01
mugafi,AI,Gurgaon,24.9,Seed,Startupxseed,2025,April,4,2025-04-01
collegedekho,Edtech,Gurgaon,40.0,Debt,Recur Club,2025,April,4,2025-04-01
primebook,Android Laptop,Delhi,16.6,Pre-Series A,Inflection Point Ventures,2025,April,4,2025-04-01
scandalous foods,B2B Indian Sweets,Nashik,2.0,Seed,New Age India Fund,2025,April,4,2025-04-01
kult,Beauty,Mumbai,166.0,Series A,M3M Family Office,2025,April,4,2025-04-01
stimuler,Edtech,Bangalore,31.12,Pre-Series A,"Lightspeed, Swc Global",2025,April,4,2025-04-01
qnu,Cyber Security,Bangalore,60.0,Series A,Nqm,2025,April,4,2025-04-01
vividobots,Robotics,Chennai,1.47,Seed,Inflection Point Ventures,2025,April,4,2025-04-01
hexahealth,Healthcare,Gurgaon,99.6,Series A,Orios Venture Partners And 3One4 Capital,2025,April,4,2025-04-01
satleo labs,Space,Ahmedabad,27.39,Pre-Seed,Merak Ventures,2025,April,4,2025-04-01
sadhav offshore,Maritime,Mumbai,25.0,Equity,Negen Capital,2025,April,4,2025-04-01
anveshan,D2C Food,Gurgaon,48.0,Series A,Wipro Consumer Care,2025,April,4,2025-04-01
salt oral care,Preseries A,Mumbai,8.3,Pre-Series A,Lotus Holdings,2025,April,4,2025-04-01
ivana jewels,Labgrown Diamonds,Surat,2.0,Seed,Avinya Ventures,2025,April,4,2025-04-01
fuze,Digital Assets Infrastructure,Abu Dhabi,101.26,Series A,"Galaxy And E, Capital",2025,April,4,2025-04-01
kaleidofin,Fintech,Chennai,43.99,Unspecified Round,Idh Farmfit Fund,2025,April,4,2025-04-01
finodaya capital,Nonbanking Financial,Indore,20.75,Seed,White Venture Capital,2025,April,4,2025-04-01
ivory,Healthcare,Delhi,8.3,Unspecified Round,"Iimunknowna Ventures, Capitalunknowna",2025,April,4,2025-04-01
matbook,Construction,Gurgaon,6.22,Pre-Seed,"Seedstars Interunknowntiounknownl Ventures, Fluent Ventures And Everywhere Ventures",2025,April,4,2025-04-01
rebel foods,Cloud Kitchen,Mumbai,207.5,Series G,Qatar Investment Authority,2025,April,4,2025-04-01
devassure,SaaS,Chennai,207.5,Other,Eximius Ventures,2025,April,4,2025-04-01
poshs metal,Steel Processing,Pune,43.0,Unspecified Round,Aavishkaar Capital,2025,April,4,2025-04-01
mydesignation,D2C Fashion,Thiruvananthapuram,10.38,Seed,Multiply Ventures,2025,April,4,2025-04-01
emversity,Edtech,Bangalore,41.5,Pre-Series A,Z47 And Lightspeed,2025,April,4,2025-04-01
vayudh,Drone,Delhi,83.0,Unspecified Round,Dharaunknown Capital,2025,April,4,2025-04-01
bankbazaar,Loan Sourcing,Chennai,55.0,Unspecified Round,"Muthoot Fincorp, Walden Interunknowntiounknownl",2025,April,4,2025-04-01
savein,Fintech,Delhi,37.0,Unspecified Round,"10X Founders, Oliver Jung, Leblon Capital, Stem Ai",2025,April,4,2025-04-01
intellicar,Fabric,Bangalore,112.05,Series A,Nuveen,2025,April,4,2025-04-01
greengrahi,Agritech,Delhi,32.0,Unspecified Round,Avaaunknown Capital,2025,April,4,2025-04-01
rimigo,Travel,Bangalore,4.57,Pre-Seed,Reazon Capital,2025,April,4,2025-04-01
optimized electrotech,Deeptech,Ahmedabad,49.8,Series A,Blume Ventures And Mela Ventures,2025,April,4,2025-04-01
v safe,Iot,Thanjavur,2.49,Seed,Priya Parthasarathy,2025,April,4,2025-04-01
